strategy_id,strategy_bits,x1,x2,x3,x4,x5,x6,x7,x8,y1,y2,y3,yf,z1,z2,z3,zf,status,local_loop_equations,max_local_loop_probability,max_local_equation_residual,cost_purchase,cost_part_inspection,cost_semi_inspection,cost_final_inspection,cost_semi_assembly,cost_final_assembly,cost_semi_disassembly,cost_final_disassembly,cost_replacement_loss,expected_part_inspections,expected_semi_inspections,expected_final_inspections,expected_semi_assemblies,expected_final_assemblies,expected_semi_disassemblies,expected_final_disassemblies,expected_replacements,expected_part_inspections_1,expected_part_inspections_2,expected_part_inspections_3,expected_part_inspections_4,expected_part_inspections_5,expected_part_inspections_6,expected_part_inspections_7,expected_part_inspections_8,expected_total_cost,expected_profit,one_pass_success_no_inspection,factory_defect_rate
1137,1000111000100000,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,7.723290606088045e-17,135.9195021820335,11.153256274992724,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,2.090751581287689,0.0,0.0,0.0,2.299826739416458,2.090751581287689,2.5811747917131966,0.0,255.37673728969963,-55.37673728969963,0.2824295364810001,0.46855899999999984
1138,0100111000100000,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,1.7309852725906767e-16,137.17395313080613,11.153256274992724,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,0.0,2.090751581287689,0.0,0.0,2.299826739416458,2.090751581287689,2.5811747917131966,0.0,256.63118823847225,-56.63118823847225,0.2824295364810001,0.46855899999999984
1139,1100111000100000,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,7.723290606088045e-17,123.83289310235729,12.107774712968265,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.226098289809345,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,2.0698440654748125,1.8816764231589203,0.0,0.0,2.0698440654748125,1.8816764231589203,2.3230573125418768,0.0,229.41424876473164,-29.41424876473164,0.2824295364810001,0.4095099999999998
1140,0010111000100000,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,7.723290606088045e-17,138.0102537633212,13.244007856280414,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,0.0,0.0,2.090751581287689,0.0,2.299826739416458,2.090751581287689,2.5811747917131966,0.0,259.558240452275,-59.558240452275015,0.2824295364810001,0.46855899999999984
1141,1010111000100000,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,7.723290606088045e-17,124.58556367162085,13.989451136127185,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.226098289809345,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,2.0698440654748125,0.0,1.8816764231589203,0.0,2.0698440654748125,1.8816764231589203,2.3230573125418768,0.0,232.04859575715412,-32.04859575715412,0.2824295364810001,0.4095099999999998
1142,0110111000100000,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,7.723290606088045e-17,125.71456952551621,13.989451136127185,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.226098289809345,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,0.0,2.0698440654748125,1.8816764231589203,0.0,2.0698440654748125,1.8816764231589203,2.3230573125418768,0.0,233.17760161104948,-33.17760161104948,0.2824295364810001,0.4095099999999998
1143,1110111000100000,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.34389999999999965,1.7671503183206688e-16,113.48181432913316,14.622716559526095,7.526705692635679,0.0,39.439937829410965,12.1932632220698,0.0,0.0,20.966316110349002,11.235698997840043,1.8816764231589198,0.0,4.929992228676371,1.524157902758725,0.0,0.0,0.524157902758725,2.032210537011634,1.8628596589273307,1.693508780843028,0.0,1.8628596589273307,1.693508780843028,2.0907515812876887,0.0,208.2307537431247,-8.230753743124694,0.2824295364810001,0.34389999999999965
1144,0001111000100000,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4685589999999997,1.7671503183206688e-16,135.91950218203348,11.571406591250259,9.292229250167505,0.0,48.69128127087773,15.053411385271358,0.0,0.0,35.267056926356794,9.48065500996257,2.3230573125418763,0.0,6.086410158859716,1.8816764231589198,0.0,0.0,0.8816764231589198,0.0,0.0,0.0,2.508901897545227,2.2998267394164578,2.0907515812876887,2.581174791713196,0.0,255.79488760595711,-55.794887605957115,0.2824295364810001,0.4685589999999997
1145,1001111000100000,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,1.7671503183206688e-16,122.70388724846192,12.295942355284156,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.414265932125236,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,1.8816764231589203,0.0,0.0,2.2580117077907045,2.0698440654748125,1.8816764231589203,2.3230573125418768,0.0,228.47341055315218,-28.473410553152178,0.2824295364810001,0.4095099999999998
1146,0101111000100000,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,1.7671503183206688e-16,123.83289310235729,12.295942355284156,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.414265932125236,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,0.0,1.8816764231589203,0.0,2.2580117077907045,2.0698440654748125,1.8816764231589203,2.3230573125418768,0.0,229.60241640704754,-29.602416407047542,0.2824295364810001,0.4095099999999998
1147,1101111000100000,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.34389999999999965,1.7671503183206688e-16,111.78830554829015,12.929207778683068,7.526705692635679,0.0,39.439937829410965,12.1932632220698,0.0,0.0,20.966316110349002,11.235698997840043,1.8816764231589198,0.0,4.929992228676371,1.524157902758725,0.0,0.0,0.524157902758725,1.8628596589273307,1.693508780843028,0.0,2.032210537011634,1.8628596589273307,1.693508780843028,2.0907515812876887,0.0,204.84373618143866,-4.843736181438658,0.2824295364810001,0.34389999999999965
1148,0011111000100000,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,1.7671503183206688e-16,124.58556367162085,14.177618778443076,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.414265932125236,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,0.0,0.0,1.8816764231589203,2.2580117077907045,2.0698440654748125,1.8816764231589203,2.3230573125418768,0.0,232.23676339947002,-32.23676339947002,0.2824295364810001,0.4095099999999998
1149,1011111000100000,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.34389999999999965,1.7671503183206688e-16,112.46570906062736,14.622716559526095,7.526705692635679,0.0,39.439937829410965,12.1932632220698,0.0,0.0,20.966316110349002,11.235698997840043,1.8816764231589198,0.0,4.929992228676371,1.524157902758725,0.0,0.0,0.524157902758725,1.8628596589273307,0.0,1.693508780843028,2.032210537011634,1.8628596589273307,1.693508780843028,2.0907515812876887,0.0,207.2146484746189,-7.214648474618912,0.2824295364810001,0.34389999999999965
1150,0111111000100000,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.34389999999999965,1.7671503183206688e-16,113.48181432913316,14.622716559526095,7.526705692635679,0.0,39.439937829410965,12.1932632220698,0.0,0.0,20.966316110349002,11.235698997840043,1.8816764231589198,0.0,4.929992228676371,1.524157902758725,0.0,0.0,0.524157902758725,0.0,1.8628596589273307,1.693508780843028,2.032210537011634,1.8628596589273307,1.693508780843028,2.0907515812876887,0.0,208.2307537431247,-8.230753743124694,0.2824295364810001,0.34389999999999965
1151,1111111000100000,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.2709999999999997,1.7671503183206688e-16,102.4384644767716,14.989434386883957,6.774035123372111,0.0,35.495944046469866,10.97393689986282,0.0,0.0,14.869684499314104,11.941118581366508,1.6935087808430278,0.0,4.436993005808733,1.3717421124828526,0.0,0.0,0.3717421124828526,1.8289894833104703,1.6765736930345978,1.524157902758725,1.8289894833104703,1.6765736930345978,1.524157902758725,1.88167642315892,0.0,185.54149943267447,14.45850056732553,0.2824295364810001,0.2709999999999997
1152,0000000100100000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.6125795109999999,1.1328386788304838e-17,181.55324913564587,7.081412322944297,12.746542181299734,0.0,66.79188103001061,20.64939833370557,0.0,0.0,63.24699166852785,3.5407061614721487,3.1866355453249335,0.0,8.348985128751327,2.581174791713196,0.0,0.0,1.5811747917131962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5407061614721487,352.06947467213394,-152.06947467213394,0.2824295364810001,0.6125795109999999
1153,1000000100100000,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5695327899999998,1.8576148067437958e-17,163.91415918042392,8.954445882363062,11.47188796316976,0.0,60.11269292700954,18.58445850033501,0.0,0.0,52.92229250167505,5.767810337038129,2.86797199079244,0.0,7.5140866158761925,2.3230573125418763,0.0,0.0,1.3230573125418763,2.581174791713196,0.0,0.0,0.0,0.0,0.0,0.0,3.186635545324933,315.95993695497634,-115.95993695497634,0.2824295364810001,0.5695327899999998
1154,0100000100100000,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5695327899999998,1.7309852725906767e-16,165.4628640554518,8.954445882363062,11.47188796316976,0.0,60.11269292700954,18.58445850033501,0.0,0.0,52.92229250167505,5.767810337038129,2.86797199079244,0.0,7.5140866158761925,2.3230573125418763,0.0,0.0,1.3230573125418763,0.0,2.581174791713196,0.0,0.0,0.0,0.0,0.0,3.186635545324933,317.50864183000425,-117.50864183000425,0.2824295364810001,0.5695327899999998
1155,1100000100100000,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,7.723290606088045e-17,149.38118911241506,10.614364337922824,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.746392347130383,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,2.555363043796065,2.3230573125418768,0.0,0.0,0.0,0.0,0.0,2.867971990792441,284.77775215330837,-84.77775215330837,0.2824295364810001,0.5217030999999999
1156,0010000100100000,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5695327899999998,2.5170452142317695e-17,166.4953339721371,11.535620674076258,11.47188796316976,0.0,60.11269292700954,18.58445850033501,0.0,0.0,52.92229250167505,5.767810337038129,2.86797199079244,0.0,7.5140866158761925,2.3230573125418763,0.0,0.0,1.3230573125418763,0.0,0.0,2.581174791713196,0.0,0.0,0.0,0.0,3.186635545324933,321.1222865384027,-121.1222865384027,0.2824295364810001,0.5695327899999998
1157,1010000100100000,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,7.723290606088045e-17,150.3104120374318,12.937421650464701,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.746392347130383,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,2.555363043796065,0.0,2.3230573125418768,0.0,0.0,0.0,0.0,2.867971990792441,288.03003239086695,-88.03003239086695,0.2824295364810001,0.5217030999999999
1158,0110000100100000,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,7.723290606088045e-17,151.70424642495692,12.937421650464701,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.746392347130383,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,0.0,2.555363043796065,2.3230573125418768,0.0,0.0,0.0,0.0,2.867971990792441,289.4238667783921,-89.4238667783921,0.2824295364810001,0.5217030999999999
1159,1110000100100000,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4685589999999997,1.7671503183206688e-16,136.95197209871873,14.152581382963456,9.292229250167505,0.0,48.69128127087773,15.053411385271358,0.0,0.0,35.267056926356794,9.48065500996257,2.3230573125418763,0.0,6.086410158859716,1.8816764231589198,0.0,0.0,0.8816764231589198,2.508901897545227,2.2998267394164578,2.0907515812876887,0.0,0.0,0.0,0.0,2.581174791713196,259.40853231435557,-59.40853231435557,0.2824295364810001,0.4685589999999997
1160,0001000100100000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5695327899999998,1.8576148067437958e-17,163.91415918042392,8.954445882363062,11.47188796316976,0.0,60.11269292700954,18.58445850033501,0.0,0.0,52.92229250167505,5.767810337038129,2.86797199079244,0.0,7.5140866158761925,2.3230573125418763,0.0,0.0,1.3230573125418763,0.0,0.0,0.0,2.581174791713196,0.0,0.0,0.0,3.186635545324933,315.95993695497634,-115.95993695497634,0.2824295364810001,0.5695327899999998
1161,1001000100100000,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,1.8576148067437958e-17,147.9873547248899,10.382058606668634,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.514086615876195,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,2.3230573125418768,0.0,0.0,2.3230573125418768,0.0,0.0,0.0,2.867971990792441,283.151612034529,-83.15161203452902,0.2824295364810001,0.5217030999999999
1162,0101000100100000,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,1.7309852725906767e-16,149.38118911241506,10.382058606668634,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.514086615876195,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,0.0,2.3230573125418768,0.0,2.3230573125418768,0.0,0.0,0.0,2.867971990792441,284.54544642205417,-84.54544642205417,0.2824295364810001,0.5217030999999999
1163,1101000100100000,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,7.723290606088045e-17,134.86122051743106,11.64367948541823,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,2.299826739416458,2.090751581287689,0.0,2.090751581287689,0.0,0.0,0.0,2.5811747917131966,254.8088788355227,-54.808878835522705,0.2824295364810001,0.46855899999999984
1164,0011000100100000,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,2.5170452142317695e-17,150.3104120374318,12.705115919210511,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.514086615876195,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,0.0,0.0,2.3230573125418768,2.3230573125418768,0.0,0.0,0.0,2.867971990792441,287.79772665961275,-87.79772665961275,0.2824295364810001,0.5217030999999999
1165,1011000100100000,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,7.723290606088045e-17,135.69752114994617,13.73443106670592,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,2.299826739416458,0.0,2.090751581287689,2.090751581287689,0.0,0.0,0.0,2.5811747917131966,257.73593104932553,-57.73593104932553,0.2824295364810001,0.46855899999999984
1166,0111000100100000,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,7.723290606088045e-17,136.95197209871876,13.73443106670592,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,0.0,2.299826739416458,2.090751581287689,2.090751581287689,0.0,0.0,0.0,2.5811747917131966,258.9903819980981,-58.99038199809809,0.2824295364810001,0.46855899999999984
1167,1111000100100000,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,1.7671503183206688e-16,123.63311017347868,14.618999667826033,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.414265932125236,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,2.2580117077907045,2.0698440654748125,1.8816764231589203,1.8816764231589203,0.0,0.0,0.0,2.3230573125418768,231.72569079071081,-31.725690790710814,0.2824295364810001,0.4095099999999998
1168,0000100100100000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5695327899999998,1.7309852725906767e-16,165.4628640554518,8.954445882363062,11.47188796316976,0.0,60.11269292700954,18.58445850033501,0.0,0.0,52.92229250167505,5.767810337038129,2.86797199079244,0.0,7.5140866158761925,2.3230573125418763,0.0,0.0,1.3230573125418763,0.0,0.0,0.0,0.0,2.581174791713196,0.0,0.0,3.186635545324933,317.50864183000425,-117.50864183000425,0.2824295364810001,0.5695327899999998
1169,1000100100100000,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,1.7309852725906767e-16,149.38118911241506,10.382058606668634,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.514086615876195,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,2.3230573125418768,0.0,0.0,0.0,2.3230573125418768,0.0,0.0,2.867971990792441,284.54544642205417,-84.54544642205417,0.2824295364810001,0.5217030999999999
1170,0100100100100000,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,1.7309852725906767e-16,150.77502349994018,10.382058606668634,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.514086615876195,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,0.0,2.3230573125418768,0.0,0.0,2.3230573125418768,0.0,0.0,2.867971990792441,285.93928080957926,-85.93928080957926,0.2824295364810001,0.5217030999999999
1171,1100100100100000,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,1.7309852725906767e-16,136.11567146620368,11.64367948541823,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,2.299826739416458,2.090751581287689,0.0,0.0,2.090751581287689,0.0,0.0,2.5811747917131966,256.0633297842953,-56.06332978429532,0.2824295364810001,0.46855899999999984
1172,0010100100100000,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,1.7309852725906767e-16,151.70424642495692,12.705115919210511,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.514086615876195,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,0.0,0.0,2.3230573125418768,0.0,2.3230573125418768,0.0,0.0,2.867971990792441,289.1915610471379,-89.1915610471379,0.2824295364810001,0.5217030999999999
1173,1010100100100000,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,1.7309852725906767e-16,136.95197209871876,13.73443106670592,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,2.299826739416458,0.0,2.090751581287689,0.0,2.090751581287689,0.0,0.0,2.5811747917131966,258.9903819980981,-58.99038199809809,0.2824295364810001,0.46855899999999984
1174,0110100100100000,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,1.7309852725906767e-16,138.2064230474914,13.73443106670592,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,0.0,2.299826739416458,2.090751581287689,0.0,2.090751581287689,0.0,0.0,2.5811747917131966,260.24483294687076,-60.24483294687076,0.2824295364810001,0.46855899999999984
1175,1110100100100000,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,1.7671503183206688e-16,124.76211602737402,14.618999667826033,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.414265932125236,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,2.2580117077907045,2.0698440654748125,1.8816764231589203,0.0,1.8816764231589203,0.0,0.0,2.3230573125418768,232.85469664460615,-32.85469664460615,0.2824295364810001,0.4095099999999998
1176,0001100100100000,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,7.723290606088045e-17,149.38118911241506,10.614364337922824,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.746392347130383,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,0.0,0.0,0.0,2.555363043796065,2.3230573125418768,0.0,0.0,2.867971990792441,284.77775215330837,-84.77775215330837,0.2824295364810001,0.5217030999999999
1177,1001100100100000,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,7.723290606088045e-17,134.86122051743106,11.64367948541823,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,2.090751581287689,0.0,0.0,2.299826739416458,2.090751581287689,0.0,0.0,2.5811747917131966,254.8088788355227,-54.808878835522705,0.2824295364810001,0.46855899999999984
1178,0101100100100000,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,1.7309852725906767e-16,136.11567146620368,11.64367948541823,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,0.0,2.090751581287689,0.0,2.299826739416458,2.090751581287689,0.0,0.0,2.5811747917131966,256.0633297842953,-56.06332978429532,0.2824295364810001,0.46855899999999984
1179,1101100100100000,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,1.296648691304412e-16,122.88043960421513,12.549155602351222,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.226098289809345,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,2.0698440654748125,1.8816764231589203,0.0,2.0698440654748125,1.8816764231589203,0.0,0.0,2.3230573125418768,228.90317615597243,-28.90317615597243,0.2824295364810001,0.4095099999999998
1180,0011100100100000,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.46855899999999984,7.723290606088045e-17,136.95197209871876,13.73443106670592,9.292229250167507,0.0,48.69128127087774,15.053411385271362,0.0,0.0,35.26705692635681,9.062504693705034,2.3230573125418768,0.0,6.086410158859717,1.8816764231589203,0.0,0.0,0.8816764231589203,0.0,0.0,2.090751581287689,2.299826739416458,2.090751581287689,0.0,0.0,2.5811747917131966,258.9903819980981,-58.99038199809809,0.2824295364810001,0.46855899999999984
1181,1011100100100000,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,7.723290606088045e-17,123.63311017347868,14.430832025510142,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.226098289809345,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,2.0698440654748125,0.0,1.8816764231589203,2.0698440654748125,1.8816764231589203,0.0,0.0,2.3230573125418768,231.5375231483949,-31.53752314839491,0.2824295364810001,0.4095099999999998
1182,0111100100100000,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.4095099999999998,7.723290606088045e-17,124.76211602737402,14.430832025510142,8.363006325150756,0.0,43.82215314378997,13.548070246744226,0.0,0.0,27.74035123372113,10.226098289809345,2.090751581287689,0.0,5.477769142973746,1.6935087808430282,0.0,0.0,0.6935087808430281,0.0,2.0698440654748125,1.8816764231589203,2.0698440654748125,1.8816764231589203,0.0,0.0,2.3230573125418768,232.66652900229025,-32.66652900229025,0.2824295364810001,0.4095099999999998
1183,1111100100100000,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.34389999999999965,1.7671503183206688e-16,112.62460618080522,15.019959359970759,7.526705692635679,0.0,39.439937829410965,12.1932632220698,0.0,0.0,20.966316110349002,11.235698997840043,1.8816764231589198,0.0,4.929992228676371,1.524157902758725,0.0,0.0,0.524157902758725,2.032210537011634,1.8628596589273307,1.693508780843028,1.8628596589273307,1.693508780843028,0.0,0.0,2.0907515812876887,207.77078839524142,-7.770788395241425,0.2824295364810001,0.34389999999999965
1184,0000010100100000,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5695327899999998,2.5170452142317695e-17,166.4953339721371,11.535620674076258,11.47188796316976,0.0,60.11269292700954,18.58445850033501,0.0,0.0,52.92229250167505,5.767810337038129,2.86797199079244,0.0,7.5140866158761925,2.3230573125418763,0.0,0.0,1.3230573125418763,0.0,0.0,0.0,0.0,0.0,2.581174791713196,0.0,3.186635545324933,321.1222865384027,-121.1222865384027,0.2824295364810001,0.5695327899999998
1185,1000010100100000,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,SUCCESS_EXACT,5.0,0.5217030999999999,2.5170452142317695e-17,150.3104120374318,12.705115919210511,10.324699166852785,0.0,54.1014236343086,16.726012650301513,0.0,0.0,43.630063251507565,7.514086615876195,2.581174791713196,0.0,6.762677954288575,2.090751581287689,0.0,0.0,1.0907515812876891,2.3230573125418768,0.0,0.0,0.0,0.0,2.3230573125418768,0.0,2.867971990792441,287.79772665961275,-87.79772665961275,0.2824295364810001,0.5217030999999999
