p1,kappa,plan_hash,p,P_accept,P_reject,ASN,P50,P90,P99,terminal_mass,mass_residual
0.13,1.0,097cee36c394fece,0.12,0.3623104482085928,0.6376895517914094,893.5787153113669,968,968,968,0.7617307501668303,2.220446049250313e-15
0.13,1.0,097cee36c394fece,0.13,0.09959663865398771,0.900403361346013,772.4095788989027,894,968,968,0.44994403513427844,6.661338147750939e-16
0.13,1.0,097cee36c394fece,0.14,0.014774141094541584,0.9852258589054587,608.891534365057,581,968,968,0.159070423679064,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.15,0.0012064217292168044,0.9987935782707704,467.5442192284104,431,762,968,0.032357652927741815,1.27675647831893e-14
0.13,1.0,097cee36c394fece,0.16,5.628446210653984e-05,0.9999437155378839,369.02963413399,342,574,855,0.003787501486012261,9.547918011776346e-15
0.13,1.0,097cee36c394fece,0.17,1.5662126517217074e-06,0.9999984337873398,303.00871651534976,283,458,665,0.00026043628626769115,8.548717289613705e-15
0.13,1.0,097cee36c394fece,0.18,2.7607408487909048e-08,0.9999999723926072,256.86066892706873,242,380,542,1.0816416353803884e-05,1.5765166949677223e-14
0.13,1.0,097cee36c394fece,0.19,3.7255925856830945e-10,0.9999999996274536,222.91358443927083,212,326,455,2.7918376717599364e-07,1.2878587085651816e-14
0.13,1.0,097cee36c394fece,0.2,7.898122604341458e-12,0.9999999999921131,196.90403794263383,187,283,392,4.59976667013398e-09,1.1102230246251565e-14
0.13,1.0,097cee36c394fece,0.21,4.084108315399461e-13,0.9999999999995981,176.34126418710827,169,251,343,4.955347380922564e-11,6.439293542825908e-15
0.13,1.0,097cee36c394fece,0.22,2.784314314281502e-14,0.9999999999999762,159.67621933017006,152,226,305,3.5655361454059095e-13,3.9968028886505635e-15
0.13,1.0,097cee36c394fece,0.23,1.994384023231543e-15,1.0000000000000033,145.8953600960246,141,204,273,1.7455243464842036e-15,5.329070518200751e-15
0.13,1.0,097cee36c394fece,0.24,1.4644192852451147e-16,0.9999999999999996,134.30825493044767,130,186,247,5.907876080391908e-18,3.3306690738754696e-16
0.13,1.0,097cee36c394fece,0.25,1.0962610503210927e-17,1.0,124.42868381295666,121,170,227,1.401588236667202e-20,0.0
0.13,1.0,097cee36c394fece,0.26,8.330490619916863e-19,0.999999999999999,115.90439474959386,112,159,209,2.358317990704362e-23,9.992007221626409e-16
0.13,1.0,097cee36c394fece,0.27,6.399314536071837e-20,0.9999999999999999,108.47386953702592,105,148,193,2.8425723078711347e-26,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.28,4.9497959270858244e-21,0.9999999999999988,101.93880943774283,99,139,179,2.4750899125973508e-29,1.2212453270876722e-15
0.13,1.0,097cee36c394fece,0.29,3.8408483232249514e-22,0.9999999999999953,96.14609488041269,94,130,168,1.567706211978042e-32,4.6629367034256575e-15
0.13,1.0,097cee36c394fece,0.3,2.979706574689816e-23,0.9999999999999946,90.97562441721915,89,123,158,7.264390105453037e-36,5.440092820663267e-15
0.13,1.0,097cee36c394fece,0.31,2.3039481353193774e-24,0.9999999999999953,86.33190268626592,85,115,148,2.4737510218342877e-39,4.6629367034256575e-15
0.13,1.0,097cee36c394fece,0.32,1.7704537969090024e-25,0.999999999999995,82.1380810932808,80,109,140,6.212065738115782e-43,4.9960036108132044e-15
0.13,1.0,097cee36c394fece,0.33,1.3485307832177634e-26,0.9999999999999963,78.3316428799047,77,104,132,1.1532320800957802e-46,3.6637359812630166e-15
0.13,1.0,097cee36c394fece,0.34,1.015589389379386e-27,0.9999999999999958,74.8612183304787,73,99,125,1.5851959649622602e-50,4.218847493575595e-15
0.13,1.0,097cee36c394fece,0.35000000000000003,7.544141390196692e-29,0.9999999999999958,71.68419754195044,70,95,120,1.6145556467928065e-54,4.218847493575595e-15
0.13,1.0,097cee36c394fece,0.36,5.514418488030548e-30,0.9999999999999993,68.76492143081222,68,90,114,1.218426932543369e-58,6.661338147750939e-16
0.13,1.0,097cee36c394fece,0.37,3.956774319575987e-31,0.9999999999999992,66.07330166494715,64,87,108,6.80716518208502e-63,7.771561172376096e-16
0.13,1.0,097cee36c394fece,0.38,2.780121718469331e-32,1.0000000000000004,63.583763002413164,62,82,105,2.8111368163984243e-67,4.440892098500626e-16
0.13,1.0,097cee36c394fece,0.39,1.9079486482712987e-33,1.0,61.274428127923485,60,80,99,8.561894616001181e-72,0.0
0.13,1.0,097cee36c394fece,0.4,1.2756167251831895e-34,0.9999999999999988,59.126483018081956,58,77,96,1.9175873581090493e-76,1.2212453270876722e-15
0.13,1.0,097cee36c394fece,0.41000000000000003,8.286497609996386e-36,0.9999999999999996,57.12367468951893,55,73,91,3.146801254183453e-81,4.440892098500626e-16
0.13,1.0,097cee36c394fece,0.42,5.216140401496123e-37,1.0000000000000027,55.25190503593164,54,71,89,3.767489563610042e-86,2.6645352591003757e-15
0.13,1.0,097cee36c394fece,0.43,3.173039422143542e-38,1.000000000000002,53.49889486346223,53,69,86,3.2745440546424446e-91,1.9984014443252818e-15
0.13,1.0,097cee36c394fece,0.44,1.8602231195378337e-39,1.0000000000000016,51.85390092820665,51,65,82,2.054556401279331e-96,1.5543122344752192e-15
0.13,1.0,097cee36c394fece,0.45,1.0481664292590378e-40,1.0000000000000013,50.30747538726347,48,64,79,9.247111716074351e-102,1.3322676295501878e-15
0.13,1.0,097cee36c394fece,0.46,5.660817687458984e-42,1.0000000000000022,48.85126147233155,47,62,77,2.964558232312236e-107,2.220446049250313e-15
0.13,1.0,097cee36c394fece,0.47000000000000003,2.922215435657424e-43,1.0000000000000022,47.477821605448916,46,61,73,6.717503671406003e-113,2.220446049250313e-15
0.13,1.0,097cee36c394fece,0.48,1.437860998803065e-44,0.9999999999999996,46.18049508034169,45,59,72,1.0667174720869019e-118,4.440892098500626e-16
0.13,1.0,097cee36c394fece,0.49,6.7245180182299184e-46,1.0,44.95328240990696,44,56,70,1.1760913621087048e-124,0.0
0.13,1.0,097cee36c394fece,0.5,2.980479886047996e-47,0.9999999999999992,43.79075302608965,43,55,68,8.91209290683774e-131,7.771561172376096e-16
0.13,1.0,097cee36c394fece,0.51,1.2482418332848287e-48,0.9999999999999989,42.687972613390265,42,54,65,4.590742085670742e-137,1.1102230246251565e-15
0.13,1.0,097cee36c394fece,0.52,4.924511419765606e-50,0.9999999999999998,41.640446195462864,41,52,63,1.588423877879182e-143,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.53,1.8242880719701316e-51,1.0,40.64407325657228,39,51,62,3.644337242612813e-150,0.0
0.13,1.0,097cee36c394fece,0.54,6.324772307371157e-53,0.9999999999999989,39.695111632516294,38,50,60,5.4672757489592316e-157,1.1102230246251565e-15
0.13,1.0,097cee36c394fece,0.55,2.045058795770945e-54,1.0,38.79014754781434,38,48,59,5.282815820817615e-164,0.0
0.13,1.0,097cee36c394fece,0.56,6.144524440196352e-56,1.0,37.92606988174924,37,47,56,3.2345697258325974e-171,0.0
0.13,1.0,097cee36c394fece,0.5700000000000001,1.7089087727202258e-57,1.0,37.10004739812156,36,46,55,1.2330165138313166e-178,0.0
0.13,1.0,097cee36c394fece,0.58,4.381554985086895e-59,0.9999999999999996,36.30950818546563,36,45,54,2.8711093690143867e-186,4.440892098500626e-16
0.13,1.0,097cee36c394fece,0.59,1.0311929593640679e-60,1.0,35.552120879833964,35,44,53,4.0005008377564406e-194,0.0
0.13,1.0,097cee36c394fece,0.6,2.2174702935542966e-62,0.9999999999999997,34.825777377000016,35,43,51,3.2620074025550823e-202,3.3306690738754696e-16
0.13,1.0,097cee36c394fece,0.61,4.335631525061277e-64,0.9999999999999999,34.12857671728521,34,42,50,1.519430865675288e-210,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.62,7.667347896673299e-66,0.9999999999999994,33.45880970229213,33,41,48,3.938584966793302e-219,5.551115123125783e-16
0.13,1.0,097cee36c394fece,0.63,1.219527020174892e-67,0.9999999999999996,32.81494364954855,33,39,47,5.522416253845588e-228,4.440892098500626e-16
0.13,1.0,097cee36c394fece,0.64,1.7340445810890152e-69,1.0,32.19560657858263,32,38,46,4.06106658134719e-237,0.0
0.13,1.0,097cee36c394fece,0.65,2.189839528026486e-71,0.9999999999999996,31.599570107409356,30,38,45,1.5145175927358527e-246,4.440892098500626e-16
0.13,1.0,097cee36c394fece,0.66,2.4387882408259295e-73,0.9999999999999996,31.025730456580494,30,37,44,2.7612593867339847e-256,4.440892098500626e-16
0.13,1.0,097cee36c394fece,0.67,2.3768888971367125e-75,0.9999999999999997,30.47308721599363,30,37,44,2.364468393787651e-266,3.3306690738754696e-16
0.13,1.0,097cee36c394fece,0.68,2.010401581125751e-77,1.0,29.940719906415644,29,36,43,9.10098317158821e-277,0.0
0.13,1.0,097cee36c394fece,0.6900000000000001,1.462264776558776e-79,0.9999999999999998,29.427762817625844,29,35,42,1.5005113495657594e-287,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.7000000000000001,9.054975820674602e-82,1.0000000000000002,28.933379066014794,28,35,41,1.0049506842784653e-298,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.71,4.7215139767990815e-84,0.9999999999999999,28.456735217757856,28,34,39,2.5785194612119e-310,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.72,2.0479831754993777e-86,1.0000000000000002,27.996978105406548,27,34,38,2.37e-322,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.73,7.29073912228434e-89,1.0,27.553215576983682,27,33,38,0.0,0.0
0.13,1.0,097cee36c394fece,0.74,2.0985016472452618e-91,1.0,27.12450283133284,27,32,37,0.0,0.0
0.13,1.0,097cee36c394fece,0.75,4.802548788854624e-94,0.9999999999999999,26.709835712501636,26,32,36,0.0,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.76,8.576412269279845e-97,0.9999999999999998,26.30815188735766,26,30,36,0.0,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.77,1.1700933556640572e-99,0.9999999999999998,25.918340265486496,26,30,35,0.0,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.78,1.1907036099137014e-102,1.0000000000000004,25.53925840530639,25,29,34,0.0,4.440892098500626e-16
0.13,1.0,097cee36c394fece,0.79,8.794108679234714e-106,1.0000000000000002,25.169757057705155,25,29,34,0.0,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.8,4.568642681668251e-109,0.9999999999999998,24.80871049616504,25,28,33,0.0,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.81,1.6102776042043294e-112,1.0,24.455050923537758,24,28,33,0.0,0.0
0.13,1.0,097cee36c394fece,0.8200000000000001,3.692318194682036e-116,1.0,24.107805061080683,24,27,32,0.0,0.0
0.13,1.0,097cee36c394fece,0.8300000000000001,5.2435062351207025e-120,1.0,23.76613101806728,24,27,30,0.0,0.0
0.13,1.0,097cee36c394fece,0.84,4.3513257592976855e-124,0.9999999999999999,23.429353683705138,24,27,30,0.0,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.85,1.9686105947577214e-128,0.9999999999999999,23.096997122788654,23,26,29,0.0,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.86,4.465335282203952e-133,0.9999999999999999,22.768812714915477,23,26,29,0.0,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.87,4.583786538566115e-138,1.0,22.4448019609294,23,25,28,0.0,0.0
0.13,1.0,097cee36c394fece,0.88,1.875407655554541e-143,1.0,22.12523288966177,21,25,28,0.0,0.0
0.13,1.0,097cee36c394fece,0.89,2.6053584559410927e-149,1.0,21.81064873649722,21,25,27,0.0,0.0
0.13,1.0,097cee36c394fece,0.9,1.000001395001045e-155,1.0000000000000002,21.501866948942318,21,24,27,0.0,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.91,8.083309854904393e-163,0.9999999999999999,21.19996553964147,21,24,26,0.0,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.92,9.52682280631303e-171,0.9999999999999998,20.906252315084455,20,24,26,0.0,2.220446049250313e-16
0.13,1.0,097cee36c394fece,0.93,9.776788906324794e-180,0.9999999999999999,20.62221054366024,20,23,25,0.0,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.9400000000000001,4.1062351858433715e-190,0.9999999999999999,20.349412192917967,20,23,25,0.0,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.9500000000000001,2.189528863101142e-202,1.0,20.0893869721529,20,21,24,0.0,0.0
0.13,1.0,097cee36c394fece,0.96,2.0859248418009466e-217,1.0,19.84343206088204,20,21,24,0.0,0.0
0.13,1.0,097cee36c394fece,0.97,8.990720187241711e-237,1.0,19.612343553531385,19,21,23,0.0,0.0
0.13,1.0,097cee36c394fece,0.98,4.567192616677466e-264,0.9999999999999999,19.396046223586318,19,20,21,0.0,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,0.99,1.00000000000015e-310,0.9999999999999999,19.19309306442704,19,20,21,0.0,1.1102230246251565e-16
0.13,1.0,097cee36c394fece,1.0,0.0,1.0,19.0,19,19,19,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.0,1.0,0.0,96.0,96,96,96,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.01,0.9999999999999989,1.233179944201983e-18,105.45614032640297,105,123,140,2.775869314247236e-86,1.1102230246251565e-15
0.13,1.25,f27ea777a45036a4,0.02,0.9999999999999688,2.8146484570372553e-14,116.77753789079323,114,140,166,1.9504883063546184e-52,2.9976021664879227e-15
0.13,1.25,f27ea777a45036a4,0.03,0.9999999999849356,1.5060511242797448e-11,130.66812927723123,123,158,201,1.2728600007701172e-34,3.885780586188048e-15
0.13,1.25,f27ea777a45036a4,0.04,0.9999999983318144,1.6681806147116817e-09,148.24767749290345,140,193,245,2.152958239155505e-23,4.9960036108132044e-15
0.13,1.25,f27ea777a45036a4,0.05,0.9999999231192869,7.688070583986641e-08,171.25126589147538,166,227,306,8.641436006753706e-16,7.327471962526033e-15
0.13,1.25,f27ea777a45036a4,0.06,0.9999979694567456,2.0305432424772715e-06,202.6801645775264,193,289,402,1.7249640773891132e-10,1.199040866595169e-14
0.13,1.25,f27ea777a45036a4,0.07,0.9999634544475683,3.6545552417501184e-05,248.24575521414974,227,367,542,8.740555763136468e-07,1.4210854715202004e-14
0.13,1.25,f27ea777a45036a4,0.08,0.9995028100182922,0.0004971899817208018,320.01084540822546,289,507,787,0.0003004180950898116,1.3100631690576847e-14
0.13,1.25,f27ea777a45036a4,0.09,0.9944950912404958,0.005504908759515909,443.8124626597411,385,761,1210,0.013365941279010272,1.176836406102666e-14
0.13,1.25,f27ea777a45036a4,0.1,0.9520307544486855,0.04796924555133304,638.8515091878983,568,1210,1210,0.1208987410205034,1.84297022087776e-14
0.13,1.25,f27ea777a45036a4,0.11,0.7545766000388978,0.24542339996111331,798.7179276672875,805,1210,1210,0.3062319303150323,1.1102230246251565e-14
0.13,1.25,f27ea777a45036a4,0.11275,0.6605809499197053,0.33941905008028334,808.8416351444886,832,1210,1210,0.3262544945592806,1.1324274851176597e-14
0.13,1.25,f27ea777a45036a4,0.12,0.3783516164439875,0.6216483835560144,749.4336175508671,726,1210,1210,0.26957613702530764,1.7763568394002505e-15
0.13,1.25,f27ea777a45036a4,0.13,0.09919961721604946,0.9008003827839502,555.8343789357381,470,1186,1210,0.0944351888599176,3.3306690738754696e-16
0.13,1.25,f27ea777a45036a4,0.14,0.013582565811175257,0.986417434188825,386.38399807363373,323,726,1210,0.014357387373600958,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.15,0.0012513321677871878,0.9987486678322066,282.89955910782226,243,500,856,0.0010107220457590133,6.217248937900877e-15
0.13,1.25,f27ea777a45036a4,0.16,0.00013284579491071416,0.9998671542050841,221.30144907036504,194,377,620,3.483311450669277e-05,5.218048215738236e-15
0.13,1.25,f27ea777a45036a4,0.17,1.9750868021453772e-05,0.9999802491319759,181.5638852730289,164,301,479,6.179541334036093e-07,2.6645352591003757e-15
0.13,1.25,f27ea777a45036a4,0.18,3.3443004976326696e-06,0.9999966556995112,153.91250484703687,140,251,386,5.903188135896697e-09,8.881784197001252e-15
0.13,1.25,f27ea777a45036a4,0.19,5.921315329597211e-07,0.9999994078684743,133.57192367264852,122,213,324,3.1599833738364266e-11,7.327471962526033e-15
0.13,1.25,f27ea777a45036a4,0.2,1.0813450162871357e-07,0.999999891865505,117.98313977157531,107,185,277,9.814454188779687e-14,6.661338147750939e-15
0.13,1.25,f27ea777a45036a4,0.21,2.0268500307253566e-08,0.9999999797315023,105.65647842343763,97,164,242,1.8227515561758287e-16,2.6645352591003757e-15
0.13,1.25,f27ea777a45036a4,0.22,3.884002785867937e-09,0.9999999961159998,95.66628875940079,89,147,214,2.0775628023652557e-19,2.4424906541753444e-15
0.13,1.25,f27ea777a45036a4,0.23,7.582036095925473e-10,0.999999999241798,87.40677633727915,82,132,192,1.4860416447053108e-22,1.5543122344752192e-15
0.13,1.25,f27ea777a45036a4,0.24,1.5028037451099808e-10,0.9999999998497191,80.46455543940431,76,121,173,6.798890969836217e-26,5.551115123125783e-16
0.13,1.25,f27ea777a45036a4,0.25,3.0150692777059793e-11,0.9999999999698482,74.54778065394291,70,111,158,2.02220367618523e-29,1.1102230246251565e-15
0.13,1.25,f27ea777a45036a4,0.26,6.105918007798813e-12,0.9999999999938933,69.4445664671896,66,103,146,3.964247306377896e-33,7.771561172376096e-16
0.13,1.25,f27ea777a45036a4,0.27,1.2449632219947226e-12,0.9999999999987556,64.99743548887686,61,96,133,5.181592575570362e-37,4.440892098500626e-16
0.13,1.25,f27ea777a45036a4,0.28,2.5498427693966284e-13,0.9999999999997432,61.086984708363666,59,89,123,4.559395379707987e-41,1.7763568394002505e-15
0.13,1.25,f27ea777a45036a4,0.29,5.234948007142758e-14,0.9999999999999436,57.621094323819435,54,84,115,2.722176824543709e-45,3.9968028886505635e-15
0.13,1.25,f27ea777a45036a4,0.3,1.0752662835147565e-14,0.9999999999999871,54.52760079308361,52,79,107,1.1097878111582243e-49,2.1094237467877974e-15
0.13,1.25,f27ea777a45036a4,0.31,2.2056580298362124e-15,0.9999999999999948,51.74920570335174,50,75,102,3.1046879555419805e-54,2.9976021664879227e-15
0.13,1.25,f27ea777a45036a4,0.32,4.51050204372767e-16,0.9999999999999963,49.23986500975129,48,70,96,5.98183641510861e-59,3.219646771412954e-15
0.13,1.25,f27ea777a45036a4,0.33,9.17992067567323e-17,0.9999999999999976,46.96217880314986,44,67,91,7.95725192738351e-64,2.3314683517128287e-15
0.13,1.25,f27ea777a45036a4,0.34,1.8563023995822722e-17,0.9999999999999972,44.88546964141953,43,63,86,7.318188018707633e-69,2.7755575615628914e-15
0.13,1.25,f27ea777a45036a4,0.35000000000000003,3.723246578299009e-18,0.9999999999999976,42.98434347175908,42,61,82,4.654926031945233e-74,2.4424906541753444e-15
0.13,1.25,f27ea777a45036a4,0.36,7.394730139097405e-19,1.0,41.23759562349858,40,59,78,2.046583540112856e-79,0.0
0.13,1.25,f27ea777a45036a4,0.37,1.4518166060111984e-19,0.9999999999999997,39.6273689476057,37,54,74,6.210033596763877e-85,3.3306690738754696e-16
0.13,1.25,f27ea777a45036a4,0.38,2.812879813692461e-20,0.9999999999999994,38.13850021200401,36,53,70,1.2973688325517178e-90,5.551115123125783e-16
0.13,1.25,f27ea777a45036a4,0.39,5.369134156600866e-21,1.0,36.758009706504744,35,51,68,1.8600456148760822e-96,0.0
0.13,1.25,f27ea777a45036a4,0.4,1.0079518313528061e-21,0.9999999999999992,35.47470128744108,34,50,65,1.8226196785978413e-102,7.771561172376096e-16
0.13,1.25,f27ea777a45036a4,0.41000000000000003,1.8579460322910973e-22,1.0,34.278848239647296,33,48,62,1.2146276107012958e-108,0.0
0.13,1.25,f27ea777a45036a4,0.42,3.357115380796552e-23,1.0000000000000009,33.16194594993715,32,45,60,5.473551452105249e-115,8.881784197001252e-16
0.13,1.25,f27ea777a45036a4,0.43,5.936451223651688e-24,1.0000000000000022,32.116516468572684,32,44,58,1.6569868610841993e-121,2.220446049250313e-15
0.13,1.25,f27ea777a45036a4,0.44,1.0256657982256164e-24,1.0000000000000018,31.135953169310493,31,43,56,3.3448278446250345e-128,1.7763568394002505e-15
0.13,1.25,f27ea777a45036a4,0.45,1.7285987429700636e-25,1.0000000000000009,30.214396227703215,28,41,53,4.4652263944760796e-135,8.881784197001252e-16
0.13,1.25,f27ea777a45036a4,0.46,2.8371306796228094e-26,1.0000000000000009,29.346631690449502,28,40,52,3.906228636077224e-142,8.881784197001252e-16
0.13,1.25,f27ea777a45036a4,0.47000000000000003,4.5273206281694065e-27,1.0000000000000016,28.528008593351927,27,37,50,2.216932261569762e-149,1.5543122344752192e-15
0.13,1.25,f27ea777a45036a4,0.48,7.012101005326452e-28,0.9999999999999996,27.75436995207157,27,37,49,8.073374027013218e-157,4.440892098500626e-16
0.13,1.25,f27ea777a45036a4,0.49,1.0523310451506697e-28,1.0,27.021994534834942,26,36,47,1.864084429940794e-164,0.0
0.13,1.25,f27ea777a45036a4,0.5,1.5275170659777405e-29,0.9999999999999994,26.32754716302571,25,35,45,2.6936111694088143e-172,5.551115123125783e-16
0.13,1.25,f27ea777a45036a4,0.51,2.1407058176077436e-30,1.0,25.668035908339824,25,34,44,2.401817042827988e-180,0.0
0.13,1.25,f27ea777a45036a4,0.52,2.8909740940064874e-31,1.0,25.04077499898455,24,33,43,1.3015313978543583e-188,0.0
0.13,1.25,f27ea777a45036a4,0.53,3.75485915294535e-32,1.0000000000000002,24.443352547288903,24,33,42,4.216163627920792e-197,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.54,4.6807298195353844e-33,1.0,23.873602400717196,24,32,41,8.020359848231037e-206,0.0
0.13,1.25,f27ea777a45036a4,0.55,5.588170024558323e-34,0.9999999999999999,23.329579528742904,23,31,39,8.788896555698633e-215,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.56,6.374991279507618e-35,1.0,22.80953841691297,23,30,37,5.43409033657699e-224,0.0
0.13,1.25,f27ea777a45036a4,0.5700000000000001,6.932787197874514e-36,1.0,22.311913970016025,22,28,36,1.8537145707564666e-233,0.0
0.13,1.25,f27ea777a45036a4,0.58,7.1690082504970935e-37,1.0,21.835304447115707,22,28,36,3.4054676100220444e-243,0.0
0.13,1.25,f27ea777a45036a4,0.59,7.030258708836104e-38,0.9999999999999999,21.378455975906157,21,27,35,3.282291283050959e-253,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.6,6.519412178143686e-39,0.9999999999999998,20.940248231072122,21,27,34,1.6135005629030667e-263,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.61,5.699695480724745e-40,0.9999999999999996,20.519680915198823,19,26,33,3.9234353787416614e-274,4.440892098500626e-16
0.13,1.25,f27ea777a45036a4,0.62,4.682630025925925e-41,0.9999999999999999,20.115860751397115,19,26,33,4.565325218686498e-285,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.63,3.6025403394935613e-42,0.9999999999999999,19.72798878109608,19,25,32,2.4522362725277874e-296,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.64,2.5857065907366315e-43,0.9999999999999997,19.355347853004,18,25,31,5.847379979777505e-308,3.3306690738754696e-16
0.13,1.25,f27ea777a45036a4,0.65,1.7244175908690373e-44,0.9999999999999997,18.99729028330574,18,24,30,5.931e-320,3.3306690738754696e-16
0.13,1.25,f27ea777a45036a4,0.66,1.063885570947473e-45,1.0,18.653225755578895,18,24,30,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.67,6.043242419915123e-47,0.9999999999999998,18.3226096049371,18,23,28,0.0,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.68,3.1442502138846595e-48,0.9999999999999998,18.004931688921307,17,23,27,0.0,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.6900000000000001,1.4899695910146464e-49,1.0,17.699706083658878,17,23,27,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.7000000000000001,6.390811410875651e-51,0.9999999999999999,17.406461855710223,17,22,26,0.0,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.71,2.464274315862125e-52,0.9999999999999996,17.12473514773562,17,22,26,0.0,4.440892098500626e-16
0.13,1.25,f27ea777a45036a4,0.72,8.478233505410282e-54,0.9999999999999999,16.85406278144977,16,21,25,0.0,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.73,2.580958933115558e-55,1.0,16.59397752771873,16,21,25,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.74,6.887883119272166e-57,0.9999999999999998,16.34400512576496,16,19,24,0.0,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.75,1.5948432664230703e-58,0.9999999999999998,16.103663056742615,16,19,24,0.0,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.76,3.1668538059094474e-60,1.0,15.87246099720893,16,19,24,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.77,5.322598076814259e-62,1.0000000000000002,15.649902800907364,15,18,23,0.0,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.78,7.460291918769146e-64,1.0,15.43548978795268,15,18,23,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.79,8.573869606520209e-66,1.0,15.228725063328612,15,18,22,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.8,7.924374120743218e-68,1.0,15.029118544944106,15,18,22,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.81,5.759742221158039e-70,1.0,14.836192357613154,15,17,21,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.8200000000000001,3.2077326517306614e-72,1.0,14.649486244380299,14,17,21,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.8300000000000001,1.3277630902027748e-74,1.0,14.468562660681783,14,17,19,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.84,3.940337089757811e-77,0.9999999999999998,14.293011248995663,14,16,19,0.0,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.85,8.031006027259443e-80,0.9999999999999998,14.122452440081998,14,16,19,0.0,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.86,1.06732508495022e-82,0.9999999999999999,13.95653998905173,14,16,18,0.0,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.87,8.680900538152126e-86,0.9999999999999999,13.794962327036696,14,16,18,0.0,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.88,3.9939368903230135e-89,0.9999999999999999,13.637442688259668,13,15,18,0.0,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.89,9.41236088982761e-93,1.0,13.48373805337565,13,15,17,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.9,1.0000008640004174e-96,1.0,13.333637028171143,13,15,17,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.91,4.048378124701468e-101,0.9999999999999999,13.186956846818575,13,15,17,0.0,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.92,4.97323310101322e-106,0.9999999999999999,13.043539745474417,13,14,16,0.0,1.1102230246251565e-16
0.13,1.25,f27ea777a45036a4,0.93,1.3471373078288401e-111,1.0,12.90324898976419,13,14,16,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.9400000000000001,5.041038837980449e-118,1.0,12.76596485379902,13,14,16,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.9500000000000001,1.2621774528499654e-125,1.0,12.631580835057663,12,14,15,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.96,6.277101739178465e-135,1.0,12.500000346808255,12,13,15,0.0,0.0
0.13,1.25,f27ea777a45036a4,0.97,6.362685441525222e-147,1.0000000000000002,12.371134058613107,12,13,14,0.0,2.220446049250313e-16
0.13,1.25,f27ea777a45036a4,0.98,7.9228162514462e-164,0.9999999999999999,12.244897960804883,12,13,14,0.0,1.1102230246251565e-16
