p1,kappa,plan_hash,n,k_accept_max,k_reject_min,terminal
0.12,1.0,8151ae3d945546ac,1080,92,143,False
0.12,1.0,8151ae3d945546ac,1081,92,143,False
0.12,1.0,8151ae3d945546ac,1082,93,143,False
0.12,1.0,8151ae3d945546ac,1083,93,143,False
0.12,1.0,8151ae3d945546ac,1084,93,143,False
0.12,1.0,8151ae3d945546ac,1085,93,143,False
0.12,1.0,8151ae3d945546ac,1086,93,144,False
0.12,1.0,8151ae3d945546ac,1087,93,144,False
0.12,1.0,8151ae3d945546ac,1088,93,144,False
0.12,1.0,8151ae3d945546ac,1089,93,144,False
0.12,1.0,8151ae3d945546ac,1090,93,144,False
0.12,1.0,8151ae3d945546ac,1091,94,144,False
0.12,1.0,8151ae3d945546ac,1092,94,144,False
0.12,1.0,8151ae3d945546ac,1093,94,144,False
0.12,1.0,8151ae3d945546ac,1094,94,144,False
0.12,1.0,8151ae3d945546ac,1095,94,145,False
0.12,1.0,8151ae3d945546ac,1096,94,145,False
0.12,1.0,8151ae3d945546ac,1097,94,145,False
0.12,1.0,8151ae3d945546ac,1098,94,145,False
0.12,1.0,8151ae3d945546ac,1099,94,145,False
0.12,1.0,8151ae3d945546ac,1100,95,145,False
0.12,1.0,8151ae3d945546ac,1101,95,145,False
0.12,1.0,8151ae3d945546ac,1102,95,145,False
0.12,1.0,8151ae3d945546ac,1103,95,145,False
0.12,1.0,8151ae3d945546ac,1104,95,146,False
0.12,1.0,8151ae3d945546ac,1105,95,146,False
0.12,1.0,8151ae3d945546ac,1106,95,146,False
0.12,1.0,8151ae3d945546ac,1107,95,146,False
0.12,1.0,8151ae3d945546ac,1108,95,146,False
0.12,1.0,8151ae3d945546ac,1109,96,146,False
0.12,1.0,8151ae3d945546ac,1110,96,146,False
0.12,1.0,8151ae3d945546ac,1111,96,146,False
0.12,1.0,8151ae3d945546ac,1112,96,146,False
0.12,1.0,8151ae3d945546ac,1113,96,147,False
0.12,1.0,8151ae3d945546ac,1114,96,147,False
0.12,1.0,8151ae3d945546ac,1115,96,147,False
0.12,1.0,8151ae3d945546ac,1116,96,147,False
0.12,1.0,8151ae3d945546ac,1117,96,147,False
0.12,1.0,8151ae3d945546ac,1118,97,147,False
0.12,1.0,8151ae3d945546ac,1119,97,147,False
0.12,1.0,8151ae3d945546ac,1120,97,147,False
0.12,1.0,8151ae3d945546ac,1121,97,147,False
0.12,1.0,8151ae3d945546ac,1122,97,148,False
0.12,1.0,8151ae3d945546ac,1123,97,148,False
0.12,1.0,8151ae3d945546ac,1124,97,148,False
0.12,1.0,8151ae3d945546ac,1125,97,148,False
0.12,1.0,8151ae3d945546ac,1126,97,148,False
0.12,1.0,8151ae3d945546ac,1127,98,148,False
0.12,1.0,8151ae3d945546ac,1128,98,148,False
0.12,1.0,8151ae3d945546ac,1129,98,148,False
0.12,1.0,8151ae3d945546ac,1130,98,148,False
0.12,1.0,8151ae3d945546ac,1131,98,148,False
0.12,1.0,8151ae3d945546ac,1132,98,149,False
0.12,1.0,8151ae3d945546ac,1133,98,149,False
0.12,1.0,8151ae3d945546ac,1134,98,149,False
0.12,1.0,8151ae3d945546ac,1135,98,149,False
0.12,1.0,8151ae3d945546ac,1136,99,149,False
0.12,1.0,8151ae3d945546ac,1137,99,149,False
0.12,1.0,8151ae3d945546ac,1138,99,149,False
0.12,1.0,8151ae3d945546ac,1139,99,149,False
0.12,1.0,8151ae3d945546ac,1140,99,149,False
0.12,1.0,8151ae3d945546ac,1141,99,150,False
0.12,1.0,8151ae3d945546ac,1142,99,150,False
0.12,1.0,8151ae3d945546ac,1143,99,150,False
0.12,1.0,8151ae3d945546ac,1144,99,150,False
0.12,1.0,8151ae3d945546ac,1145,100,150,False
0.12,1.0,8151ae3d945546ac,1146,100,150,False
0.12,1.0,8151ae3d945546ac,1147,100,150,False
0.12,1.0,8151ae3d945546ac,1148,100,150,False
0.12,1.0,8151ae3d945546ac,1149,100,150,False
0.12,1.0,8151ae3d945546ac,1150,100,151,False
0.12,1.0,8151ae3d945546ac,1151,100,151,False
0.12,1.0,8151ae3d945546ac,1152,100,151,False
0.12,1.0,8151ae3d945546ac,1153,100,151,False
0.12,1.0,8151ae3d945546ac,1154,100,151,False
0.12,1.0,8151ae3d945546ac,1155,101,151,False
0.12,1.0,8151ae3d945546ac,1156,101,151,False
0.12,1.0,8151ae3d945546ac,1157,101,151,False
0.12,1.0,8151ae3d945546ac,1158,101,151,False
0.12,1.0,8151ae3d945546ac,1159,101,152,False
0.12,1.0,8151ae3d945546ac,1160,101,152,False
0.12,1.0,8151ae3d945546ac,1161,101,152,False
0.12,1.0,8151ae3d945546ac,1162,101,152,False
0.12,1.0,8151ae3d945546ac,1163,101,152,False
0.12,1.0,8151ae3d945546ac,1164,102,152,False
0.12,1.0,8151ae3d945546ac,1165,102,152,False
0.12,1.0,8151ae3d945546ac,1166,102,152,False
0.12,1.0,8151ae3d945546ac,1167,102,152,False
0.12,1.0,8151ae3d945546ac,1168,102,153,False
0.12,1.0,8151ae3d945546ac,1169,102,153,False
0.12,1.0,8151ae3d945546ac,1170,102,153,False
0.12,1.0,8151ae3d945546ac,1171,102,153,False
0.12,1.0,8151ae3d945546ac,1172,102,153,False
0.12,1.0,8151ae3d945546ac,1173,103,153,False
0.12,1.0,8151ae3d945546ac,1174,103,153,False
0.12,1.0,8151ae3d945546ac,1175,103,153,False
0.12,1.0,8151ae3d945546ac,1176,103,153,False
0.12,1.0,8151ae3d945546ac,1177,103,154,False
0.12,1.0,8151ae3d945546ac,1178,103,154,False
0.12,1.0,8151ae3d945546ac,1179,103,154,False
0.12,1.0,8151ae3d945546ac,1180,103,154,False
0.12,1.0,8151ae3d945546ac,1181,103,154,False
0.12,1.0,8151ae3d945546ac,1182,104,154,False
0.12,1.0,8151ae3d945546ac,1183,104,154,False
0.12,1.0,8151ae3d945546ac,1184,104,154,False
0.12,1.0,8151ae3d945546ac,1185,104,154,False
0.12,1.0,8151ae3d945546ac,1186,104,155,False
0.12,1.0,8151ae3d945546ac,1187,104,155,False
0.12,1.0,8151ae3d945546ac,1188,104,155,False
0.12,1.0,8151ae3d945546ac,1189,104,155,False
0.12,1.0,8151ae3d945546ac,1190,104,155,False
0.12,1.0,8151ae3d945546ac,1191,105,155,False
0.12,1.0,8151ae3d945546ac,1192,105,155,False
0.12,1.0,8151ae3d945546ac,1193,105,155,False
0.12,1.0,8151ae3d945546ac,1194,105,155,False
0.12,1.0,8151ae3d945546ac,1195,105,156,False
0.12,1.0,8151ae3d945546ac,1196,105,156,False
0.12,1.0,8151ae3d945546ac,1197,105,156,False
0.12,1.0,8151ae3d945546ac,1198,105,156,False
0.12,1.0,8151ae3d945546ac,1199,105,156,False
0.12,1.0,8151ae3d945546ac,1200,106,156,False
0.12,1.0,8151ae3d945546ac,1201,106,156,False
0.12,1.0,8151ae3d945546ac,1202,106,156,False
0.12,1.0,8151ae3d945546ac,1203,106,156,False
0.12,1.0,8151ae3d945546ac,1204,106,156,False
0.12,1.0,8151ae3d945546ac,1205,106,157,False
0.12,1.0,8151ae3d945546ac,1206,106,157,False
0.12,1.0,8151ae3d945546ac,1207,106,157,False
0.12,1.0,8151ae3d945546ac,1208,106,157,False
0.12,1.0,8151ae3d945546ac,1209,107,157,False
0.12,1.0,8151ae3d945546ac,1210,107,157,False
0.12,1.0,8151ae3d945546ac,1211,107,157,False
0.12,1.0,8151ae3d945546ac,1212,107,157,False
0.12,1.0,8151ae3d945546ac,1213,107,157,False
0.12,1.0,8151ae3d945546ac,1214,107,158,False
0.12,1.0,8151ae3d945546ac,1215,107,158,False
0.12,1.0,8151ae3d945546ac,1216,107,158,False
0.12,1.0,8151ae3d945546ac,1217,107,158,False
0.12,1.0,8151ae3d945546ac,1218,108,158,False
0.12,1.0,8151ae3d945546ac,1219,108,158,False
0.12,1.0,8151ae3d945546ac,1220,108,158,False
0.12,1.0,8151ae3d945546ac,1221,108,158,False
0.12,1.0,8151ae3d945546ac,1222,108,158,False
0.12,1.0,8151ae3d945546ac,1223,108,159,False
0.12,1.0,8151ae3d945546ac,1224,108,159,False
0.12,1.0,8151ae3d945546ac,1225,108,159,False
0.12,1.0,8151ae3d945546ac,1226,108,159,False
0.12,1.0,8151ae3d945546ac,1227,109,159,False
0.12,1.0,8151ae3d945546ac,1228,109,159,False
0.12,1.0,8151ae3d945546ac,1229,109,159,False
0.12,1.0,8151ae3d945546ac,1230,109,159,False
0.12,1.0,8151ae3d945546ac,1231,109,159,False
0.12,1.0,8151ae3d945546ac,1232,109,160,False
0.12,1.0,8151ae3d945546ac,1233,109,160,False
0.12,1.0,8151ae3d945546ac,1234,109,160,False
0.12,1.0,8151ae3d945546ac,1235,109,160,False
0.12,1.0,8151ae3d945546ac,1236,109,160,False
0.12,1.0,8151ae3d945546ac,1237,110,160,False
0.12,1.0,8151ae3d945546ac,1238,110,160,False
0.12,1.0,8151ae3d945546ac,1239,110,160,False
0.12,1.0,8151ae3d945546ac,1240,110,160,False
0.12,1.0,8151ae3d945546ac,1241,110,161,False
0.12,1.0,8151ae3d945546ac,1242,110,161,False
0.12,1.0,8151ae3d945546ac,1243,110,161,False
0.12,1.0,8151ae3d945546ac,1244,110,161,False
0.12,1.0,8151ae3d945546ac,1245,110,161,False
0.12,1.0,8151ae3d945546ac,1246,111,161,False
0.12,1.0,8151ae3d945546ac,1247,111,161,False
0.12,1.0,8151ae3d945546ac,1248,111,161,False
0.12,1.0,8151ae3d945546ac,1249,111,161,False
0.12,1.0,8151ae3d945546ac,1250,111,162,False
0.12,1.0,8151ae3d945546ac,1251,111,162,False
0.12,1.0,8151ae3d945546ac,1252,111,162,False
0.12,1.0,8151ae3d945546ac,1253,111,162,False
0.12,1.0,8151ae3d945546ac,1254,111,162,False
0.12,1.0,8151ae3d945546ac,1255,112,162,False
0.12,1.0,8151ae3d945546ac,1256,112,162,False
0.12,1.0,8151ae3d945546ac,1257,112,162,False
0.12,1.0,8151ae3d945546ac,1258,112,162,False
0.12,1.0,8151ae3d945546ac,1259,112,163,False
0.12,1.0,8151ae3d945546ac,1260,112,163,False
0.12,1.0,8151ae3d945546ac,1261,112,163,False
0.12,1.0,8151ae3d945546ac,1262,112,163,False
0.12,1.0,8151ae3d945546ac,1263,112,163,False
0.12,1.0,8151ae3d945546ac,1264,113,163,False
0.12,1.0,8151ae3d945546ac,1265,113,163,False
0.12,1.0,8151ae3d945546ac,1266,113,163,False
0.12,1.0,8151ae3d945546ac,1267,113,163,False
0.12,1.0,8151ae3d945546ac,1268,113,164,False
0.12,1.0,8151ae3d945546ac,1269,113,164,False
0.12,1.0,8151ae3d945546ac,1270,113,164,False
0.12,1.0,8151ae3d945546ac,1271,113,164,False
0.12,1.0,8151ae3d945546ac,1272,113,164,False
0.12,1.0,8151ae3d945546ac,1273,114,164,False
0.12,1.0,8151ae3d945546ac,1274,114,164,False
0.12,1.0,8151ae3d945546ac,1275,114,164,False
0.12,1.0,8151ae3d945546ac,1276,114,164,False
0.12,1.0,8151ae3d945546ac,1277,114,165,False
0.12,1.0,8151ae3d945546ac,1278,114,165,False
0.12,1.0,8151ae3d945546ac,1279,114,165,False
0.12,1.0,8151ae3d945546ac,1280,114,165,False
0.12,1.0,8151ae3d945546ac,1281,114,165,False
0.12,1.0,8151ae3d945546ac,1282,115,165,False
0.12,1.0,8151ae3d945546ac,1283,115,165,False
0.12,1.0,8151ae3d945546ac,1284,115,165,False
0.12,1.0,8151ae3d945546ac,1285,115,165,False
0.12,1.0,8151ae3d945546ac,1286,115,165,False
0.12,1.0,8151ae3d945546ac,1287,115,166,False
0.12,1.0,8151ae3d945546ac,1288,115,166,False
0.12,1.0,8151ae3d945546ac,1289,115,166,False
0.12,1.0,8151ae3d945546ac,1290,115,166,False
0.12,1.0,8151ae3d945546ac,1291,116,166,False
0.12,1.0,8151ae3d945546ac,1292,116,166,False
0.12,1.0,8151ae3d945546ac,1293,116,166,False
0.12,1.0,8151ae3d945546ac,1294,116,166,False
0.12,1.0,8151ae3d945546ac,1295,116,166,False
0.12,1.0,8151ae3d945546ac,1296,116,167,False
0.12,1.0,8151ae3d945546ac,1297,116,167,False
0.12,1.0,8151ae3d945546ac,1298,116,167,False
0.12,1.0,8151ae3d945546ac,1299,116,167,False
0.12,1.0,8151ae3d945546ac,1300,117,167,False
0.12,1.0,8151ae3d945546ac,1301,117,167,False
0.12,1.0,8151ae3d945546ac,1302,117,167,False
0.12,1.0,8151ae3d945546ac,1303,117,167,False
0.12,1.0,8151ae3d945546ac,1304,117,167,False
0.12,1.0,8151ae3d945546ac,1305,117,168,False
0.12,1.0,8151ae3d945546ac,1306,117,168,False
0.12,1.0,8151ae3d945546ac,1307,117,168,False
0.12,1.0,8151ae3d945546ac,1308,117,168,False
0.12,1.0,8151ae3d945546ac,1309,117,168,False
0.12,1.0,8151ae3d945546ac,1310,118,168,False
0.12,1.0,8151ae3d945546ac,1311,118,168,False
0.12,1.0,8151ae3d945546ac,1312,118,168,False
0.12,1.0,8151ae3d945546ac,1313,118,168,False
0.12,1.0,8151ae3d945546ac,1314,118,169,False
0.12,1.0,8151ae3d945546ac,1315,118,169,False
0.12,1.0,8151ae3d945546ac,1316,118,169,False
0.12,1.0,8151ae3d945546ac,1317,118,169,False
0.12,1.0,8151ae3d945546ac,1318,118,169,False
0.12,1.0,8151ae3d945546ac,1319,119,169,False
0.12,1.0,8151ae3d945546ac,1320,119,169,False
0.12,1.0,8151ae3d945546ac,1321,119,169,False
0.12,1.0,8151ae3d945546ac,1322,119,169,False
0.12,1.0,8151ae3d945546ac,1323,119,170,False
0.12,1.0,8151ae3d945546ac,1324,119,170,False
0.12,1.0,8151ae3d945546ac,1325,119,170,False
0.12,1.0,8151ae3d945546ac,1326,119,170,False
0.12,1.0,8151ae3d945546ac,1327,119,170,False
0.12,1.0,8151ae3d945546ac,1328,120,170,False
0.12,1.0,8151ae3d945546ac,1329,120,170,False
0.12,1.0,8151ae3d945546ac,1330,120,170,False
0.12,1.0,8151ae3d945546ac,1331,120,170,False
0.12,1.0,8151ae3d945546ac,1332,120,171,False
0.12,1.0,8151ae3d945546ac,1333,120,171,False
0.12,1.0,8151ae3d945546ac,1334,120,171,False
0.12,1.0,8151ae3d945546ac,1335,120,171,False
0.12,1.0,8151ae3d945546ac,1336,120,171,False
0.12,1.0,8151ae3d945546ac,1337,121,171,False
0.12,1.0,8151ae3d945546ac,1338,121,171,False
0.12,1.0,8151ae3d945546ac,1339,121,171,False
0.12,1.0,8151ae3d945546ac,1340,121,171,False
0.12,1.0,8151ae3d945546ac,1341,121,172,False
0.12,1.0,8151ae3d945546ac,1342,121,172,False
0.12,1.0,8151ae3d945546ac,1343,121,172,False
0.12,1.0,8151ae3d945546ac,1344,121,172,False
0.12,1.0,8151ae3d945546ac,1345,121,172,False
0.12,1.0,8151ae3d945546ac,1346,122,172,False
0.12,1.0,8151ae3d945546ac,1347,122,172,False
0.12,1.0,8151ae3d945546ac,1348,122,172,False
0.12,1.0,8151ae3d945546ac,1349,122,172,False
0.12,1.0,8151ae3d945546ac,1350,122,173,False
0.12,1.0,8151ae3d945546ac,1351,122,173,False
0.12,1.0,8151ae3d945546ac,1352,122,173,False
0.12,1.0,8151ae3d945546ac,1353,122,173,False
0.12,1.0,8151ae3d945546ac,1354,122,173,False
0.12,1.0,8151ae3d945546ac,1355,123,173,False
0.12,1.0,8151ae3d945546ac,1356,123,173,False
0.12,1.0,8151ae3d945546ac,1357,123,173,False
0.12,1.0,8151ae3d945546ac,1358,123,173,False
0.12,1.0,8151ae3d945546ac,1359,123,174,False
0.12,1.0,8151ae3d945546ac,1360,123,174,False
0.12,1.0,8151ae3d945546ac,1361,123,174,False
0.12,1.0,8151ae3d945546ac,1362,123,174,False
0.12,1.0,8151ae3d945546ac,1363,123,174,False
0.12,1.0,8151ae3d945546ac,1364,124,174,False
0.12,1.0,8151ae3d945546ac,1365,124,174,False
0.12,1.0,8151ae3d945546ac,1366,124,174,False
0.12,1.0,8151ae3d945546ac,1367,124,174,False
0.12,1.0,8151ae3d945546ac,1368,124,174,False
0.12,1.0,8151ae3d945546ac,1369,124,175,False
0.12,1.0,8151ae3d945546ac,1370,124,175,False
0.12,1.0,8151ae3d945546ac,1371,124,175,False
0.12,1.0,8151ae3d945546ac,1372,124,175,False
0.12,1.0,8151ae3d945546ac,1373,125,175,False
0.12,1.0,8151ae3d945546ac,1374,125,175,False
0.12,1.0,8151ae3d945546ac,1375,125,175,False
0.12,1.0,8151ae3d945546ac,1376,125,175,False
0.12,1.0,8151ae3d945546ac,1377,125,175,False
0.12,1.0,8151ae3d945546ac,1378,125,176,False
0.12,1.0,8151ae3d945546ac,1379,125,176,False
0.12,1.0,8151ae3d945546ac,1380,125,176,False
0.12,1.0,8151ae3d945546ac,1381,125,176,False
0.12,1.0,8151ae3d945546ac,1382,126,176,False
0.12,1.0,8151ae3d945546ac,1383,126,176,False
0.12,1.0,8151ae3d945546ac,1384,126,176,False
0.12,1.0,8151ae3d945546ac,1385,126,176,False
0.12,1.0,8151ae3d945546ac,1386,126,176,False
0.12,1.0,8151ae3d945546ac,1387,126,177,False
0.12,1.0,8151ae3d945546ac,1388,126,177,False
0.12,1.0,8151ae3d945546ac,1389,126,177,False
0.12,1.0,8151ae3d945546ac,1390,126,177,False
0.12,1.0,8151ae3d945546ac,1391,126,177,False
0.12,1.0,8151ae3d945546ac,1392,127,177,False
0.12,1.0,8151ae3d945546ac,1393,127,177,False
0.12,1.0,8151ae3d945546ac,1394,127,177,False
0.12,1.0,8151ae3d945546ac,1395,127,177,False
0.12,1.0,8151ae3d945546ac,1396,127,178,False
0.12,1.0,8151ae3d945546ac,1397,127,178,False
0.12,1.0,8151ae3d945546ac,1398,127,178,False
0.12,1.0,8151ae3d945546ac,1399,127,178,False
0.12,1.0,8151ae3d945546ac,1400,127,178,False
0.12,1.0,8151ae3d945546ac,1401,128,178,False
0.12,1.0,8151ae3d945546ac,1402,128,178,False
0.12,1.0,8151ae3d945546ac,1403,128,178,False
0.12,1.0,8151ae3d945546ac,1404,128,178,False
0.12,1.0,8151ae3d945546ac,1405,128,179,False
0.12,1.0,8151ae3d945546ac,1406,128,179,False
0.12,1.0,8151ae3d945546ac,1407,128,179,False
0.12,1.0,8151ae3d945546ac,1408,128,179,False
0.12,1.0,8151ae3d945546ac,1409,128,179,False
0.12,1.0,8151ae3d945546ac,1410,129,179,False
0.12,1.0,8151ae3d945546ac,1411,129,179,False
0.12,1.0,8151ae3d945546ac,1412,129,179,False
0.12,1.0,8151ae3d945546ac,1413,129,179,False
0.12,1.0,8151ae3d945546ac,1414,129,180,False
0.12,1.0,8151ae3d945546ac,1415,129,180,False
0.12,1.0,8151ae3d945546ac,1416,129,180,False
0.12,1.0,8151ae3d945546ac,1417,129,180,False
0.12,1.0,8151ae3d945546ac,1418,129,180,False
0.12,1.0,8151ae3d945546ac,1419,130,180,False
0.12,1.0,8151ae3d945546ac,1420,130,180,False
0.12,1.0,8151ae3d945546ac,1421,130,180,False
0.12,1.0,8151ae3d945546ac,1422,130,180,False
0.12,1.0,8151ae3d945546ac,1423,130,181,False
0.12,1.0,8151ae3d945546ac,1424,130,181,False
0.12,1.0,8151ae3d945546ac,1425,130,181,False
0.12,1.0,8151ae3d945546ac,1426,130,181,False
0.12,1.0,8151ae3d945546ac,1427,130,181,False
0.12,1.0,8151ae3d945546ac,1428,131,181,False
0.12,1.0,8151ae3d945546ac,1429,131,181,False
0.12,1.0,8151ae3d945546ac,1430,131,181,False
0.12,1.0,8151ae3d945546ac,1431,131,181,False
0.12,1.0,8151ae3d945546ac,1432,131,182,False
0.12,1.0,8151ae3d945546ac,1433,131,182,False
0.12,1.0,8151ae3d945546ac,1434,131,182,False
0.12,1.0,8151ae3d945546ac,1435,131,182,False
0.12,1.0,8151ae3d945546ac,1436,131,182,False
0.12,1.0,8151ae3d945546ac,1437,132,182,False
0.12,1.0,8151ae3d945546ac,1438,132,182,False
0.12,1.0,8151ae3d945546ac,1439,132,182,False
0.12,1.0,8151ae3d945546ac,1440,132,182,False
0.12,1.0,8151ae3d945546ac,1441,132,183,False
0.12,1.0,8151ae3d945546ac,1442,132,183,False
0.12,1.0,8151ae3d945546ac,1443,132,183,False
0.12,1.0,8151ae3d945546ac,1444,132,183,False
0.12,1.0,8151ae3d945546ac,1445,132,183,False
0.12,1.0,8151ae3d945546ac,1446,133,183,False
0.12,1.0,8151ae3d945546ac,1447,133,183,False
0.12,1.0,8151ae3d945546ac,1448,133,183,False
0.12,1.0,8151ae3d945546ac,1449,133,183,False
0.12,1.0,8151ae3d945546ac,1450,133,183,False
0.12,1.0,8151ae3d945546ac,1451,133,184,False
0.12,1.0,8151ae3d945546ac,1452,133,184,False
0.12,1.0,8151ae3d945546ac,1453,133,184,False
0.12,1.0,8151ae3d945546ac,1454,133,184,False
0.12,1.0,8151ae3d945546ac,1455,134,184,False
0.12,1.0,8151ae3d945546ac,1456,134,184,False
0.12,1.0,8151ae3d945546ac,1457,134,184,False
0.12,1.0,8151ae3d945546ac,1458,134,184,False
0.12,1.0,8151ae3d945546ac,1459,134,184,False
0.12,1.0,8151ae3d945546ac,1460,134,185,False
0.12,1.0,8151ae3d945546ac,1461,134,185,False
0.12,1.0,8151ae3d945546ac,1462,134,185,False
0.12,1.0,8151ae3d945546ac,1463,134,185,False
0.12,1.0,8151ae3d945546ac,1464,135,185,False
0.12,1.0,8151ae3d945546ac,1465,135,185,False
0.12,1.0,8151ae3d945546ac,1466,135,185,False
0.12,1.0,8151ae3d945546ac,1467,135,185,False
0.12,1.0,8151ae3d945546ac,1468,135,185,False
0.12,1.0,8151ae3d945546ac,1469,135,186,False
0.12,1.0,8151ae3d945546ac,1470,135,186,False
0.12,1.0,8151ae3d945546ac,1471,135,186,False
0.12,1.0,8151ae3d945546ac,1472,135,186,False
0.12,1.0,8151ae3d945546ac,1473,135,186,False
0.12,1.0,8151ae3d945546ac,1474,136,186,False
0.12,1.0,8151ae3d945546ac,1475,136,186,False
0.12,1.0,8151ae3d945546ac,1476,136,186,False
0.12,1.0,8151ae3d945546ac,1477,136,186,False
0.12,1.0,8151ae3d945546ac,1478,136,187,False
0.12,1.0,8151ae3d945546ac,1479,136,187,False
0.12,1.0,8151ae3d945546ac,1480,136,187,False
0.12,1.0,8151ae3d945546ac,1481,136,187,False
0.12,1.0,8151ae3d945546ac,1482,136,187,False
0.12,1.0,8151ae3d945546ac,1483,137,187,False
0.12,1.0,8151ae3d945546ac,1484,137,187,False
0.12,1.0,8151ae3d945546ac,1485,137,187,False
0.12,1.0,8151ae3d945546ac,1486,137,187,False
0.12,1.0,8151ae3d945546ac,1487,137,188,False
0.12,1.0,8151ae3d945546ac,1488,137,188,False
0.12,1.0,8151ae3d945546ac,1489,137,188,False
0.12,1.0,8151ae3d945546ac,1490,137,188,False
0.12,1.0,8151ae3d945546ac,1491,137,188,False
0.12,1.0,8151ae3d945546ac,1492,138,188,False
0.12,1.0,8151ae3d945546ac,1493,138,188,False
0.12,1.0,8151ae3d945546ac,1494,138,188,False
0.12,1.0,8151ae3d945546ac,1495,138,188,False
0.12,1.0,8151ae3d945546ac,1496,138,189,False
0.12,1.0,8151ae3d945546ac,1497,138,189,False
0.12,1.0,8151ae3d945546ac,1498,138,189,False
0.12,1.0,8151ae3d945546ac,1499,138,189,False
0.12,1.0,8151ae3d945546ac,1500,138,189,False
0.12,1.0,8151ae3d945546ac,1501,139,189,False
0.12,1.0,8151ae3d945546ac,1502,139,189,False
0.12,1.0,8151ae3d945546ac,1503,139,189,False
0.12,1.0,8151ae3d945546ac,1504,139,189,False
0.12,1.0,8151ae3d945546ac,1505,139,190,False
0.12,1.0,8151ae3d945546ac,1506,139,190,False
0.12,1.0,8151ae3d945546ac,1507,139,190,False
0.12,1.0,8151ae3d945546ac,1508,139,190,False
0.12,1.0,8151ae3d945546ac,1509,139,190,False
0.12,1.0,8151ae3d945546ac,1510,140,190,False
0.12,1.0,8151ae3d945546ac,1511,140,190,False
0.12,1.0,8151ae3d945546ac,1512,140,190,False
0.12,1.0,8151ae3d945546ac,1513,140,190,False
0.12,1.0,8151ae3d945546ac,1514,140,191,False
0.12,1.0,8151ae3d945546ac,1515,140,191,False
0.12,1.0,8151ae3d945546ac,1516,140,191,False
0.12,1.0,8151ae3d945546ac,1517,140,191,False
0.12,1.0,8151ae3d945546ac,1518,140,191,False
0.12,1.0,8151ae3d945546ac,1519,141,191,False
0.12,1.0,8151ae3d945546ac,1520,141,191,False
0.12,1.0,8151ae3d945546ac,1521,141,191,False
0.12,1.0,8151ae3d945546ac,1522,141,191,False
0.12,1.0,8151ae3d945546ac,1523,141,192,False
0.12,1.0,8151ae3d945546ac,1524,141,192,False
0.12,1.0,8151ae3d945546ac,1525,141,192,False
0.12,1.0,8151ae3d945546ac,1526,141,192,False
0.12,1.0,8151ae3d945546ac,1527,141,192,False
0.12,1.0,8151ae3d945546ac,1528,142,192,False
0.12,1.0,8151ae3d945546ac,1529,142,192,False
0.12,1.0,8151ae3d945546ac,1530,142,192,False
0.12,1.0,8151ae3d945546ac,1531,142,192,False
0.12,1.0,8151ae3d945546ac,1532,142,192,False
0.12,1.0,8151ae3d945546ac,1533,142,193,False
0.12,1.0,8151ae3d945546ac,1534,142,193,False
0.12,1.0,8151ae3d945546ac,1535,142,193,False
0.12,1.0,8151ae3d945546ac,1536,142,193,False
0.12,1.0,8151ae3d945546ac,1537,143,193,False
0.12,1.0,8151ae3d945546ac,1538,143,193,False
0.12,1.0,8151ae3d945546ac,1539,143,193,False
0.12,1.0,8151ae3d945546ac,1540,143,193,False
0.12,1.0,8151ae3d945546ac,1541,143,193,False
0.12,1.0,8151ae3d945546ac,1542,143,194,False
0.12,1.0,8151ae3d945546ac,1543,143,194,False
0.12,1.0,8151ae3d945546ac,1544,143,194,False
0.12,1.0,8151ae3d945546ac,1545,143,194,False
0.12,1.0,8151ae3d945546ac,1546,144,194,False
0.12,1.0,8151ae3d945546ac,1547,144,194,False
0.12,1.0,8151ae3d945546ac,1548,144,194,False
0.12,1.0,8151ae3d945546ac,1549,144,194,False
0.12,1.0,8151ae3d945546ac,1550,144,194,False
0.12,1.0,8151ae3d945546ac,1551,144,195,False
0.12,1.0,8151ae3d945546ac,1552,144,195,False
0.12,1.0,8151ae3d945546ac,1553,144,195,False
0.12,1.0,8151ae3d945546ac,1554,144,195,False
0.12,1.0,8151ae3d945546ac,1555,144,195,False
0.12,1.0,8151ae3d945546ac,1556,145,195,False
0.12,1.0,8151ae3d945546ac,1557,145,195,False
0.12,1.0,8151ae3d945546ac,1558,145,195,False
0.12,1.0,8151ae3d945546ac,1559,145,195,False
0.12,1.0,8151ae3d945546ac,1560,145,196,False
0.12,1.0,8151ae3d945546ac,1561,145,196,False
0.12,1.0,8151ae3d945546ac,1562,145,196,False
0.12,1.0,8151ae3d945546ac,1563,145,196,False
0.12,1.0,8151ae3d945546ac,1564,145,196,False
0.12,1.0,8151ae3d945546ac,1565,146,196,False
0.12,1.0,8151ae3d945546ac,1566,146,196,False
0.12,1.0,8151ae3d945546ac,1567,146,196,False
0.12,1.0,8151ae3d945546ac,1568,146,196,False
0.12,1.0,8151ae3d945546ac,1569,146,197,False
0.12,1.0,8151ae3d945546ac,1570,146,197,False
0.12,1.0,8151ae3d945546ac,1571,146,197,False
0.12,1.0,8151ae3d945546ac,1572,146,197,False
0.12,1.0,8151ae3d945546ac,1573,146,197,False
0.12,1.0,8151ae3d945546ac,1574,147,197,False
0.12,1.0,8151ae3d945546ac,1575,147,197,False
0.12,1.0,8151ae3d945546ac,1576,147,197,False
0.12,1.0,8151ae3d945546ac,1577,147,197,False
