p1,kappa,N_max,h_accept,h_reject,feasible_terminal_count
0.12,1.5,2201,-4.251291798606495,2.6403717578961645,0
0.12,1.5,2672,-4.251291798606495,2.6403717578961645,0
0.12,1.5,3144,-4.251291798606495,2.6403717578961645,0
0.12,1.5,786,-4.251291798606495,2.8903717578961645,0
0.12,1.5,1258,-4.251291798606495,2.8903717578961645,0
0.12,1.5,1729,-4.251291798606495,2.8903717578961645,0
0.12,1.5,2096,-4.251291798606495,2.8903717578961645,0
0.12,1.5,2201,-4.251291798606495,2.8903717578961645,0
0.12,1.5,2672,-4.251291798606495,2.8903717578961645,2
0.12,1.5,3144,-4.251291798606495,2.8903717578961645,2792
0.12,1.5,786,-4.251291798606495,3.3903717578961645,0
0.12,1.5,1258,-4.251291798606495,3.3903717578961645,0
0.12,1.5,1729,-4.251291798606495,3.3903717578961645,0
0.12,1.5,2096,-4.251291798606495,3.3903717578961645,0
0.12,1.5,2201,-4.251291798606495,3.3903717578961645,0
0.12,1.5,2672,-4.251291798606495,3.3903717578961645,6
0.12,1.5,3144,-4.251291798606495,3.3903717578961645,13
0.12,1.5,786,-4.251291798606495,3.8903717578961645,0
0.12,1.5,1258,-4.251291798606495,3.8903717578961645,0
0.12,1.5,1729,-4.251291798606495,3.8903717578961645,0
0.12,1.5,2096,-4.251291798606495,3.8903717578961645,0
0.12,1.5,2201,-4.251291798606495,3.8903717578961645,1
0.12,1.5,2672,-4.251291798606495,3.8903717578961645,6
0.12,1.5,3144,-4.251291798606495,3.8903717578961645,13
0.12,1.5,786,-4.251291798606495,4.8903717578961645,0
0.12,1.5,1258,-4.251291798606495,4.8903717578961645,0
0.12,1.5,1729,-4.251291798606495,4.8903717578961645,0
0.12,1.5,2096,-4.251291798606495,4.8903717578961645,0
0.12,1.5,2201,-4.251291798606495,4.8903717578961645,2
0.12,1.5,2672,-4.251291798606495,4.8903717578961645,6
0.12,1.5,3144,-4.251291798606495,4.8903717578961645,12
0.12,1.5,786,-3.251291798606495,1.8903717578961645,0
0.12,1.5,1258,-3.251291798606495,1.8903717578961645,0
0.12,1.5,1729,-3.251291798606495,1.8903717578961645,0
0.12,1.5,2096,-3.251291798606495,1.8903717578961645,0
0.12,1.5,2201,-3.251291798606495,1.8903717578961645,0
0.12,1.5,2672,-3.251291798606495,1.8903717578961645,0
0.12,1.5,3144,-3.251291798606495,1.8903717578961645,0
0.12,1.5,786,-3.251291798606495,2.3903717578961645,0
0.12,1.5,1258,-3.251291798606495,2.3903717578961645,0
0.12,1.5,1729,-3.251291798606495,2.3903717578961645,0
0.12,1.5,2096,-3.251291798606495,2.3903717578961645,0
0.12,1.5,2201,-3.251291798606495,2.3903717578961645,0
0.12,1.5,2672,-3.251291798606495,2.3903717578961645,0
0.12,1.5,3144,-3.251291798606495,2.3903717578961645,0
0.12,1.5,786,-3.251291798606495,2.6403717578961645,0
0.12,1.5,1258,-3.251291798606495,2.6403717578961645,0
0.12,1.5,1729,-3.251291798606495,2.6403717578961645,0
0.12,1.5,2096,-3.251291798606495,2.6403717578961645,0
0.12,1.5,2201,-3.251291798606495,2.6403717578961645,0
0.12,1.5,2672,-3.251291798606495,2.6403717578961645,0
0.12,1.5,3144,-3.251291798606495,2.6403717578961645,0
0.12,1.5,786,-3.251291798606495,2.8903717578961645,0
0.12,1.5,1258,-3.251291798606495,2.8903717578961645,0
0.12,1.5,1729,-3.251291798606495,2.8903717578961645,0
0.12,1.5,2096,-3.251291798606495,2.8903717578961645,0
0.12,1.5,2201,-3.251291798606495,2.8903717578961645,0
0.12,1.5,2672,-3.251291798606495,2.8903717578961645,1
0.12,1.5,3144,-3.251291798606495,2.8903717578961645,2793
0.12,1.5,786,-3.251291798606495,3.3903717578961645,0
0.12,1.5,1258,-3.251291798606495,3.3903717578961645,0
0.12,1.5,1729,-3.251291798606495,3.3903717578961645,0
0.12,1.5,2096,-3.251291798606495,3.3903717578961645,0
0.12,1.5,2201,-3.251291798606495,3.3903717578961645,0
0.12,1.5,2672,-3.251291798606495,3.3903717578961645,6
0.12,1.5,3144,-3.251291798606495,3.3903717578961645,12
0.12,1.5,786,-3.251291798606495,3.8903717578961645,0
0.12,1.5,1258,-3.251291798606495,3.8903717578961645,0
0.12,1.5,1729,-3.251291798606495,3.8903717578961645,0
0.12,1.5,2096,-3.251291798606495,3.8903717578961645,0
0.12,1.5,2201,-3.251291798606495,3.8903717578961645,0
0.12,1.5,2672,-3.251291798606495,3.8903717578961645,6
0.12,1.5,3144,-3.251291798606495,3.8903717578961645,12
0.12,1.5,786,-3.251291798606495,4.8903717578961645,0
0.12,1.5,1258,-3.251291798606495,4.8903717578961645,0
0.12,1.5,1729,-3.251291798606495,4.8903717578961645,0
0.12,1.5,2096,-3.251291798606495,4.8903717578961645,0
0.12,1.5,2201,-3.251291798606495,4.8903717578961645,1
0.12,1.5,2672,-3.251291798606495,4.8903717578961645,6
0.12,1.5,3144,-3.251291798606495,4.8903717578961645,12
0.12,1.5,786,-2.251291798606495,1.8903717578961645,0
0.12,1.5,1258,-2.251291798606495,1.8903717578961645,0
0.12,1.5,1729,-2.251291798606495,1.8903717578961645,0
0.12,1.5,2096,-2.251291798606495,1.8903717578961645,0
0.12,1.5,2201,-2.251291798606495,1.8903717578961645,0
0.12,1.5,2672,-2.251291798606495,1.8903717578961645,0
0.12,1.5,3144,-2.251291798606495,1.8903717578961645,0
0.12,1.5,786,-2.251291798606495,2.3903717578961645,0
0.12,1.5,1258,-2.251291798606495,2.3903717578961645,0
0.12,1.5,1729,-2.251291798606495,2.3903717578961645,0
0.12,1.5,2096,-2.251291798606495,2.3903717578961645,0
0.12,1.5,2201,-2.251291798606495,2.3903717578961645,0
0.12,1.5,2672,-2.251291798606495,2.3903717578961645,0
0.12,1.5,3144,-2.251291798606495,2.3903717578961645,0
0.12,1.5,786,-2.251291798606495,2.6403717578961645,0
0.12,1.5,1258,-2.251291798606495,2.6403717578961645,0
0.12,1.5,1729,-2.251291798606495,2.6403717578961645,0
0.12,1.5,2096,-2.251291798606495,2.6403717578961645,0
0.12,1.5,2201,-2.251291798606495,2.6403717578961645,0
0.12,1.5,2672,-2.251291798606495,2.6403717578961645,0
0.12,1.5,3144,-2.251291798606495,2.6403717578961645,0
0.12,1.5,786,-2.251291798606495,2.8903717578961645,0
0.12,1.5,1258,-2.251291798606495,2.8903717578961645,0
0.12,1.5,1729,-2.251291798606495,2.8903717578961645,0
0.12,1.5,2096,-2.251291798606495,2.8903717578961645,0
0.12,1.5,2201,-2.251291798606495,2.8903717578961645,0
0.12,1.5,2672,-2.251291798606495,2.8903717578961645,0
0.12,1.5,3144,-2.251291798606495,2.8903717578961645,0
0.12,1.5,786,-2.251291798606495,3.3903717578961645,0
0.12,1.5,1258,-2.251291798606495,3.3903717578961645,0
0.12,1.5,1729,-2.251291798606495,3.3903717578961645,0
0.12,1.5,2096,-2.251291798606495,3.3903717578961645,0
0.12,1.5,2201,-2.251291798606495,3.3903717578961645,0
0.12,1.5,2672,-2.251291798606495,3.3903717578961645,0
0.12,1.5,3144,-2.251291798606495,3.3903717578961645,0
0.12,1.5,786,-2.251291798606495,3.8903717578961645,0
0.12,1.5,1258,-2.251291798606495,3.8903717578961645,0
0.12,1.5,1729,-2.251291798606495,3.8903717578961645,0
0.12,1.5,2096,-2.251291798606495,3.8903717578961645,0
0.12,1.5,2201,-2.251291798606495,3.8903717578961645,0
0.12,1.5,2672,-2.251291798606495,3.8903717578961645,0
0.12,1.5,3144,-2.251291798606495,3.8903717578961645,2
0.12,1.5,786,-2.251291798606495,4.8903717578961645,0
0.12,1.5,1258,-2.251291798606495,4.8903717578961645,0
0.12,1.5,1729,-2.251291798606495,4.8903717578961645,0
0.12,1.5,2096,-2.251291798606495,4.8903717578961645,0
0.12,1.5,2201,-2.251291798606495,4.8903717578961645,0
0.12,1.5,2672,-2.251291798606495,4.8903717578961645,0
0.12,1.5,3144,-2.251291798606495,4.8903717578961645,3
0.12,1.5,786,-1.2512917986064949,1.8903717578961645,0
0.12,1.5,1258,-1.2512917986064949,1.8903717578961645,0
0.12,1.5,1729,-1.2512917986064949,1.8903717578961645,0
0.12,1.5,2096,-1.2512917986064949,1.8903717578961645,0
0.12,1.5,2201,-1.2512917986064949,1.8903717578961645,0
0.12,1.5,2672,-1.2512917986064949,1.8903717578961645,0
0.12,1.5,3144,-1.2512917986064949,1.8903717578961645,0
0.12,1.5,786,-1.2512917986064949,2.3903717578961645,0
0.12,1.5,1258,-1.2512917986064949,2.3903717578961645,0
0.12,1.5,1729,-1.2512917986064949,2.3903717578961645,0
0.12,1.5,2096,-1.2512917986064949,2.3903717578961645,0
0.12,1.5,2201,-1.2512917986064949,2.3903717578961645,0
0.12,1.5,2672,-1.2512917986064949,2.3903717578961645,0
0.12,1.5,3144,-1.2512917986064949,2.3903717578961645,0
0.12,1.5,786,-1.2512917986064949,2.6403717578961645,0
0.12,1.5,1258,-1.2512917986064949,2.6403717578961645,0
0.12,1.5,1729,-1.2512917986064949,2.6403717578961645,0
0.12,1.5,2096,-1.2512917986064949,2.6403717578961645,0
0.12,1.5,2201,-1.2512917986064949,2.6403717578961645,0
0.12,1.5,2672,-1.2512917986064949,2.6403717578961645,0
0.12,1.5,3144,-1.2512917986064949,2.6403717578961645,0
0.12,1.5,786,-1.2512917986064949,2.8903717578961645,0
0.12,1.5,1258,-1.2512917986064949,2.8903717578961645,0
0.12,1.5,1729,-1.2512917986064949,2.8903717578961645,0
0.12,1.5,2096,-1.2512917986064949,2.8903717578961645,0
0.12,1.5,2201,-1.2512917986064949,2.8903717578961645,0
0.12,1.5,2672,-1.2512917986064949,2.8903717578961645,0
0.12,1.5,3144,-1.2512917986064949,2.8903717578961645,0
0.12,1.5,786,-1.2512917986064949,3.3903717578961645,0
0.12,1.5,1258,-1.2512917986064949,3.3903717578961645,0
0.12,1.5,1729,-1.2512917986064949,3.3903717578961645,0
0.12,1.5,2096,-1.2512917986064949,3.3903717578961645,0
0.12,1.5,2201,-1.2512917986064949,3.3903717578961645,0
0.12,1.5,2672,-1.2512917986064949,3.3903717578961645,0
0.12,1.5,3144,-1.2512917986064949,3.3903717578961645,0
0.12,1.5,786,-1.2512917986064949,3.8903717578961645,0
0.12,1.5,1258,-1.2512917986064949,3.8903717578961645,0
0.12,1.5,1729,-1.2512917986064949,3.8903717578961645,0
0.12,1.5,2096,-1.2512917986064949,3.8903717578961645,0
0.12,1.5,2201,-1.2512917986064949,3.8903717578961645,0
0.12,1.5,2672,-1.2512917986064949,3.8903717578961645,0
0.12,1.5,3144,-1.2512917986064949,3.8903717578961645,0
0.12,1.5,786,-1.2512917986064949,4.8903717578961645,0
0.12,1.5,1258,-1.2512917986064949,4.8903717578961645,0
0.12,1.5,1729,-1.2512917986064949,4.8903717578961645,0
0.12,1.5,2096,-1.2512917986064949,4.8903717578961645,0
0.12,1.5,2201,-1.2512917986064949,4.8903717578961645,0
0.12,1.5,2672,-1.2512917986064949,4.8903717578961645,0
0.12,1.5,3144,-1.2512917986064949,4.8903717578961645,0
0.12,2.0,1048,-8.251291798606495,1.8903717578961645,0
0.12,2.0,1677,-8.251291798606495,1.8903717578961645,0
0.12,2.0,2096,-8.251291798606495,1.8903717578961645,0
0.12,2.0,2306,-8.251291798606495,1.8903717578961645,0
0.12,2.0,2934,-8.251291798606495,1.8903717578961645,0
0.12,2.0,3563,-8.251291798606495,1.8903717578961645,0
0.12,2.0,4192,-8.251291798606495,1.8903717578961645,0
0.12,2.0,1048,-8.251291798606495,2.3903717578961645,0
0.12,2.0,1677,-8.251291798606495,2.3903717578961645,0
0.12,2.0,2096,-8.251291798606495,2.3903717578961645,0
0.12,2.0,2306,-8.251291798606495,2.3903717578961645,0
0.12,2.0,2934,-8.251291798606495,2.3903717578961645,0
0.12,2.0,3563,-8.251291798606495,2.3903717578961645,0
0.12,2.0,4192,-8.251291798606495,2.3903717578961645,0
0.12,2.0,1048,-8.251291798606495,2.6403717578961645,0
0.12,2.0,1677,-8.251291798606495,2.6403717578961645,0
0.12,2.0,2096,-8.251291798606495,2.6403717578961645,0
0.12,2.0,2306,-8.251291798606495,2.6403717578961645,0
0.12,2.0,2934,-8.251291798606495,2.6403717578961645,0
0.12,2.0,3563,-8.251291798606495,2.6403717578961645,0
0.12,2.0,4192,-8.251291798606495,2.6403717578961645,0
0.12,2.0,1048,-8.251291798606495,2.8903717578961645,0
0.12,2.0,1677,-8.251291798606495,2.8903717578961645,0
0.12,2.0,2096,-8.251291798606495,2.8903717578961645,0
0.12,2.0,2306,-8.251291798606495,2.8903717578961645,0
0.12,2.0,2934,-8.251291798606495,2.8903717578961645,2605
0.12,2.0,3563,-8.251291798606495,2.8903717578961645,3164
0.12,2.0,4192,-8.251291798606495,2.8903717578961645,0
0.12,2.0,1048,-8.251291798606495,3.3903717578961645,0
0.12,2.0,1677,-8.251291798606495,3.3903717578961645,0
0.12,2.0,2096,-8.251291798606495,3.3903717578961645,0
0.12,2.0,2306,-8.251291798606495,3.3903717578961645,1
0.12,2.0,2934,-8.251291798606495,3.3903717578961645,9
0.12,2.0,3563,-8.251291798606495,3.3903717578961645,3175
0.12,2.0,4192,-8.251291798606495,3.3903717578961645,3737
0.12,2.0,1048,-8.251291798606495,3.8903717578961645,0
0.12,2.0,1677,-8.251291798606495,3.8903717578961645,0
0.12,2.0,2096,-8.251291798606495,3.8903717578961645,0
0.12,2.0,2306,-8.251291798606495,3.8903717578961645,2
0.12,2.0,2934,-8.251291798606495,3.8903717578961645,10
0.12,2.0,3563,-8.251291798606495,3.8903717578961645,21
0.12,2.0,4192,-8.251291798606495,3.8903717578961645,3740
0.12,2.0,1048,-8.251291798606495,4.8903717578961645,0
0.12,2.0,1677,-8.251291798606495,4.8903717578961645,0
0.12,2.0,2096,-8.251291798606495,4.8903717578961645,1
0.12,2.0,2306,-8.251291798606495,4.8903717578961645,2
0.12,2.0,2934,-8.251291798606495,4.8903717578961645,10
0.12,2.0,3563,-8.251291798606495,4.8903717578961645,18
0.12,2.0,4192,-8.251291798606495,4.8903717578961645,28
0.12,2.0,1048,-7.251291798606495,1.8903717578961645,0
0.12,2.0,1677,-7.251291798606495,1.8903717578961645,0
0.12,2.0,2096,-7.251291798606495,1.8903717578961645,0
0.12,2.0,2306,-7.251291798606495,1.8903717578961645,0
0.12,2.0,2934,-7.251291798606495,1.8903717578961645,0
0.12,2.0,3563,-7.251291798606495,1.8903717578961645,0
0.12,2.0,4192,-7.251291798606495,1.8903717578961645,0
0.12,2.0,1048,-7.251291798606495,2.3903717578961645,0
0.12,2.0,1677,-7.251291798606495,2.3903717578961645,0
0.12,2.0,2096,-7.251291798606495,2.3903717578961645,0
0.12,2.0,2306,-7.251291798606495,2.3903717578961645,0
0.12,2.0,2934,-7.251291798606495,2.3903717578961645,0
0.12,2.0,3563,-7.251291798606495,2.3903717578961645,0
0.12,2.0,4192,-7.251291798606495,2.3903717578961645,0
0.12,2.0,1048,-7.251291798606495,2.6403717578961645,0
0.12,2.0,1677,-7.251291798606495,2.6403717578961645,0
0.12,2.0,2096,-7.251291798606495,2.6403717578961645,0
0.12,2.0,2306,-7.251291798606495,2.6403717578961645,0
0.12,2.0,2934,-7.251291798606495,2.6403717578961645,0
0.12,2.0,3563,-7.251291798606495,2.6403717578961645,0
0.12,2.0,4192,-7.251291798606495,2.6403717578961645,0
0.12,2.0,1048,-7.251291798606495,2.8903717578961645,0
0.12,2.0,1677,-7.251291798606495,2.8903717578961645,0
0.12,2.0,2096,-7.251291798606495,2.8903717578961645,0
0.12,2.0,2306,-7.251291798606495,2.8903717578961645,0
0.12,2.0,2934,-7.251291798606495,2.8903717578961645,2605
0.12,2.0,3563,-7.251291798606495,2.8903717578961645,3164
0.12,2.0,4192,-7.251291798606495,2.8903717578961645,0
0.12,2.0,1048,-7.251291798606495,3.3903717578961645,0
0.12,2.0,1677,-7.251291798606495,3.3903717578961645,0
0.12,2.0,2096,-7.251291798606495,3.3903717578961645,0
0.12,2.0,2306,-7.251291798606495,3.3903717578961645,1
0.12,2.0,2934,-7.251291798606495,3.3903717578961645,9
0.12,2.0,3563,-7.251291798606495,3.3903717578961645,3175
0.12,2.0,4192,-7.251291798606495,3.3903717578961645,3738
0.12,2.0,1048,-7.251291798606495,3.8903717578961645,0
0.12,2.0,1677,-7.251291798606495,3.8903717578961645,0
0.12,2.0,2096,-7.251291798606495,3.8903717578961645,0
0.12,2.0,2306,-7.251291798606495,3.8903717578961645,2
0.12,2.0,2934,-7.251291798606495,3.8903717578961645,10
0.12,2.0,3563,-7.251291798606495,3.8903717578961645,21
0.12,2.0,4192,-7.251291798606495,3.8903717578961645,3740
0.12,2.0,1048,-7.251291798606495,4.8903717578961645,0
0.12,2.0,1677,-7.251291798606495,4.8903717578961645,0
0.12,2.0,2096,-7.251291798606495,4.8903717578961645,1
0.12,2.0,2306,-7.251291798606495,4.8903717578961645,2
0.12,2.0,2934,-7.251291798606495,4.8903717578961645,10
0.12,2.0,3563,-7.251291798606495,4.8903717578961645,18
0.12,2.0,4192,-7.251291798606495,4.8903717578961645,28
0.12,2.0,1048,-6.251291798606495,1.8903717578961645,0
0.12,2.0,1677,-6.251291798606495,1.8903717578961645,0
0.12,2.0,2096,-6.251291798606495,1.8903717578961645,0
0.12,2.0,2306,-6.251291798606495,1.8903717578961645,0
0.12,2.0,2934,-6.251291798606495,1.8903717578961645,0
0.12,2.0,3563,-6.251291798606495,1.8903717578961645,0
0.12,2.0,4192,-6.251291798606495,1.8903717578961645,0
0.12,2.0,1048,-6.251291798606495,2.3903717578961645,0
0.12,2.0,1677,-6.251291798606495,2.3903717578961645,0
0.12,2.0,2096,-6.251291798606495,2.3903717578961645,0
0.12,2.0,2306,-6.251291798606495,2.3903717578961645,0
0.12,2.0,2934,-6.251291798606495,2.3903717578961645,0
0.12,2.0,3563,-6.251291798606495,2.3903717578961645,0
0.12,2.0,4192,-6.251291798606495,2.3903717578961645,0
0.12,2.0,1048,-6.251291798606495,2.6403717578961645,0
0.12,2.0,1677,-6.251291798606495,2.6403717578961645,0
0.12,2.0,2096,-6.251291798606495,2.6403717578961645,0
0.12,2.0,2306,-6.251291798606495,2.6403717578961645,0
0.12,2.0,2934,-6.251291798606495,2.6403717578961645,0
0.12,2.0,3563,-6.251291798606495,2.6403717578961645,0
0.12,2.0,4192,-6.251291798606495,2.6403717578961645,0
0.12,2.0,1048,-6.251291798606495,2.8903717578961645,0
0.12,2.0,1677,-6.251291798606495,2.8903717578961645,0
0.12,2.0,2096,-6.251291798606495,2.8903717578961645,0
0.12,2.0,2306,-6.251291798606495,2.8903717578961645,0
0.12,2.0,2934,-6.251291798606495,2.8903717578961645,2605
0.12,2.0,3563,-6.251291798606495,2.8903717578961645,3164
0.12,2.0,4192,-6.251291798606495,2.8903717578961645,0
0.12,2.0,1048,-6.251291798606495,3.3903717578961645,0
0.12,2.0,1677,-6.251291798606495,3.3903717578961645,0
0.12,2.0,2096,-6.251291798606495,3.3903717578961645,0
0.12,2.0,2306,-6.251291798606495,3.3903717578961645,1
0.12,2.0,2934,-6.251291798606495,3.3903717578961645,9
0.12,2.0,3563,-6.251291798606495,3.3903717578961645,3175
0.12,2.0,4192,-6.251291798606495,3.3903717578961645,3738
0.12,2.0,1048,-6.251291798606495,3.8903717578961645,0
0.12,2.0,1677,-6.251291798606495,3.8903717578961645,0
0.12,2.0,2096,-6.251291798606495,3.8903717578961645,0
0.12,2.0,2306,-6.251291798606495,3.8903717578961645,2
0.12,2.0,2934,-6.251291798606495,3.8903717578961645,10
0.12,2.0,3563,-6.251291798606495,3.8903717578961645,21
0.12,2.0,4192,-6.251291798606495,3.8903717578961645,3740
0.12,2.0,1048,-6.251291798606495,4.8903717578961645,0
0.12,2.0,1677,-6.251291798606495,4.8903717578961645,0
0.12,2.0,2096,-6.251291798606495,4.8903717578961645,1
0.12,2.0,2306,-6.251291798606495,4.8903717578961645,2
0.12,2.0,2934,-6.251291798606495,4.8903717578961645,10
0.12,2.0,3563,-6.251291798606495,4.8903717578961645,18
0.12,2.0,4192,-6.251291798606495,4.8903717578961645,28
0.12,2.0,1048,-5.251291798606495,1.8903717578961645,0
0.12,2.0,1677,-5.251291798606495,1.8903717578961645,0
0.12,2.0,2096,-5.251291798606495,1.8903717578961645,0
0.12,2.0,2306,-5.251291798606495,1.8903717578961645,0
0.12,2.0,2934,-5.251291798606495,1.8903717578961645,0
0.12,2.0,3563,-5.251291798606495,1.8903717578961645,0
0.12,2.0,4192,-5.251291798606495,1.8903717578961645,0
0.12,2.0,1048,-5.251291798606495,2.3903717578961645,0
0.12,2.0,1677,-5.251291798606495,2.3903717578961645,0
0.12,2.0,2096,-5.251291798606495,2.3903717578961645,0
0.12,2.0,2306,-5.251291798606495,2.3903717578961645,0
0.12,2.0,2934,-5.251291798606495,2.3903717578961645,0
0.12,2.0,3563,-5.251291798606495,2.3903717578961645,0
0.12,2.0,4192,-5.251291798606495,2.3903717578961645,0
0.12,2.0,1048,-5.251291798606495,2.6403717578961645,0
0.12,2.0,1677,-5.251291798606495,2.6403717578961645,0
0.12,2.0,2096,-5.251291798606495,2.6403717578961645,0
0.12,2.0,2306,-5.251291798606495,2.6403717578961645,0
0.12,2.0,2934,-5.251291798606495,2.6403717578961645,0
0.12,2.0,3563,-5.251291798606495,2.6403717578961645,0
0.12,2.0,4192,-5.251291798606495,2.6403717578961645,0
0.12,2.0,1048,-5.251291798606495,2.8903717578961645,0
0.12,2.0,1677,-5.251291798606495,2.8903717578961645,0
0.12,2.0,2096,-5.251291798606495,2.8903717578961645,0
0.12,2.0,2306,-5.251291798606495,2.8903717578961645,0
0.12,2.0,2934,-5.251291798606495,2.8903717578961645,2605
0.12,2.0,3563,-5.251291798606495,2.8903717578961645,3164
0.12,2.0,4192,-5.251291798606495,2.8903717578961645,0
0.12,2.0,1048,-5.251291798606495,3.3903717578961645,0
0.12,2.0,1677,-5.251291798606495,3.3903717578961645,0
0.12,2.0,2096,-5.251291798606495,3.3903717578961645,0
0.12,2.0,2306,-5.251291798606495,3.3903717578961645,1
0.12,2.0,2934,-5.251291798606495,3.3903717578961645,9
0.12,2.0,3563,-5.251291798606495,3.3903717578961645,3175
0.12,2.0,4192,-5.251291798606495,3.3903717578961645,3738
0.12,2.0,1048,-5.251291798606495,3.8903717578961645,0
0.12,2.0,1677,-5.251291798606495,3.8903717578961645,0
0.12,2.0,2096,-5.251291798606495,3.8903717578961645,0
0.12,2.0,2306,-5.251291798606495,3.8903717578961645,2
0.12,2.0,2934,-5.251291798606495,3.8903717578961645,10
0.12,2.0,3563,-5.251291798606495,3.8903717578961645,21
0.12,2.0,4192,-5.251291798606495,3.8903717578961645,3740
0.12,2.0,1048,-5.251291798606495,4.8903717578961645,0
0.12,2.0,1677,-5.251291798606495,4.8903717578961645,0
0.12,2.0,2096,-5.251291798606495,4.8903717578961645,1
0.12,2.0,2306,-5.251291798606495,4.8903717578961645,2
0.12,2.0,2934,-5.251291798606495,4.8903717578961645,10
0.12,2.0,3563,-5.251291798606495,4.8903717578961645,18
0.12,2.0,4192,-5.251291798606495,4.8903717578961645,29
0.12,2.0,1048,-4.251291798606495,1.8903717578961645,0
0.12,2.0,1677,-4.251291798606495,1.8903717578961645,0
0.12,2.0,2096,-4.251291798606495,1.8903717578961645,0
0.12,2.0,2306,-4.251291798606495,1.8903717578961645,0
0.12,2.0,2934,-4.251291798606495,1.8903717578961645,0
0.12,2.0,3563,-4.251291798606495,1.8903717578961645,0
0.12,2.0,4192,-4.251291798606495,1.8903717578961645,0
0.12,2.0,1048,-4.251291798606495,2.3903717578961645,0
0.12,2.0,1677,-4.251291798606495,2.3903717578961645,0
0.12,2.0,2096,-4.251291798606495,2.3903717578961645,0
0.12,2.0,2306,-4.251291798606495,2.3903717578961645,0
0.12,2.0,2934,-4.251291798606495,2.3903717578961645,0
0.12,2.0,3563,-4.251291798606495,2.3903717578961645,0
0.12,2.0,4192,-4.251291798606495,2.3903717578961645,0
0.12,2.0,1048,-4.251291798606495,2.6403717578961645,0
0.12,2.0,1677,-4.251291798606495,2.6403717578961645,0
0.12,2.0,2096,-4.251291798606495,2.6403717578961645,0
0.12,2.0,2306,-4.251291798606495,2.6403717578961645,0
0.12,2.0,2934,-4.251291798606495,2.6403717578961645,0
0.12,2.0,3563,-4.251291798606495,2.6403717578961645,0
0.12,2.0,4192,-4.251291798606495,2.6403717578961645,0
0.12,2.0,1048,-4.251291798606495,2.8903717578961645,0
0.12,2.0,1677,-4.251291798606495,2.8903717578961645,0
0.12,2.0,2096,-4.251291798606495,2.8903717578961645,0
0.12,2.0,2306,-4.251291798606495,2.8903717578961645,0
0.12,2.0,2934,-4.251291798606495,2.8903717578961645,2606
0.12,2.0,3563,-4.251291798606495,2.8903717578961645,3164
0.12,2.0,4192,-4.251291798606495,2.8903717578961645,0
0.12,2.0,1048,-4.251291798606495,3.3903717578961645,0
0.12,2.0,1677,-4.251291798606495,3.3903717578961645,0
0.12,2.0,2096,-4.251291798606495,3.3903717578961645,0
0.12,2.0,2306,-4.251291798606495,3.3903717578961645,1
0.12,2.0,2934,-4.251291798606495,3.3903717578961645,9
0.12,2.0,3563,-4.251291798606495,3.3903717578961645,3175
0.12,2.0,4192,-4.251291798606495,3.3903717578961645,3739
0.12,2.0,1048,-4.251291798606495,3.8903717578961645,0
0.12,2.0,1677,-4.251291798606495,3.8903717578961645,0
0.12,2.0,2096,-4.251291798606495,3.8903717578961645,0
0.12,2.0,2306,-4.251291798606495,3.8903717578961645,2
0.12,2.0,2934,-4.251291798606495,3.8903717578961645,10
0.12,2.0,3563,-4.251291798606495,3.8903717578961645,20
0.12,2.0,4192,-4.251291798606495,3.8903717578961645,3742
0.12,2.0,1048,-4.251291798606495,4.8903717578961645,0
0.12,2.0,1677,-4.251291798606495,4.8903717578961645,0
0.12,2.0,2096,-4.251291798606495,4.8903717578961645,0
0.12,2.0,2306,-4.251291798606495,4.8903717578961645,2
0.12,2.0,2934,-4.251291798606495,4.8903717578961645,10
0.12,2.0,3563,-4.251291798606495,4.8903717578961645,19
0.12,2.0,4192,-4.251291798606495,4.8903717578961645,29
0.12,2.0,1048,-3.251291798606495,1.8903717578961645,0
0.12,2.0,1677,-3.251291798606495,1.8903717578961645,0
0.12,2.0,2096,-3.251291798606495,1.8903717578961645,0
0.12,2.0,2306,-3.251291798606495,1.8903717578961645,0
0.12,2.0,2934,-3.251291798606495,1.8903717578961645,0
0.12,2.0,3563,-3.251291798606495,1.8903717578961645,0
0.12,2.0,4192,-3.251291798606495,1.8903717578961645,0
0.12,2.0,1048,-3.251291798606495,2.3903717578961645,0
0.12,2.0,1677,-3.251291798606495,2.3903717578961645,0
0.12,2.0,2096,-3.251291798606495,2.3903717578961645,0
0.12,2.0,2306,-3.251291798606495,2.3903717578961645,0
0.12,2.0,2934,-3.251291798606495,2.3903717578961645,0
0.12,2.0,3563,-3.251291798606495,2.3903717578961645,0
0.12,2.0,4192,-3.251291798606495,2.3903717578961645,0
0.12,2.0,1048,-3.251291798606495,2.6403717578961645,0
0.12,2.0,1677,-3.251291798606495,2.6403717578961645,0
0.12,2.0,2096,-3.251291798606495,2.6403717578961645,0
0.12,2.0,2306,-3.251291798606495,2.6403717578961645,0
0.12,2.0,2934,-3.251291798606495,2.6403717578961645,0
0.12,2.0,3563,-3.251291798606495,2.6403717578961645,0
0.12,2.0,4192,-3.251291798606495,2.6403717578961645,0
0.12,2.0,1048,-3.251291798606495,2.8903717578961645,0
0.12,2.0,1677,-3.251291798606495,2.8903717578961645,0
0.12,2.0,2096,-3.251291798606495,2.8903717578961645,0
0.12,2.0,2306,-3.251291798606495,2.8903717578961645,0
