t_opt,N_max,n,k_accept_max,k_reject_min
25,3200,1726,134,215
25,3200,1727,134,215
25,3200,1728,134,215
25,3200,1729,134,216
25,3200,1730,135,216
25,3200,1731,135,216
25,3200,1732,135,216
25,3200,1733,135,216
25,3200,1734,135,216
25,3200,1735,135,216
25,3200,1736,135,216
25,3200,1737,135,216
25,3200,1738,135,217
25,3200,1739,135,217
25,3200,1740,135,217
25,3200,1741,136,217
25,3200,1742,136,217
25,3200,1743,136,217
25,3200,1744,136,217
25,3200,1745,136,217
25,3200,1746,136,217
25,3200,1747,136,218
25,3200,1748,136,218
25,3200,1749,136,218
25,3200,1750,136,218
25,3200,1751,136,218
25,3200,1752,136,218
25,3200,1753,137,218
25,3200,1754,137,218
25,3200,1755,137,218
25,3200,1756,137,219
25,3200,1757,137,219
25,3200,1758,137,219
25,3200,1759,137,219
25,3200,1760,137,219
25,3200,1761,137,219
25,3200,1762,137,219
25,3200,1763,137,219
25,3200,1764,138,219
25,3200,1765,138,220
25,3200,1766,138,220
25,3200,1767,138,220
25,3200,1768,138,220
25,3200,1769,138,220
25,3200,1770,138,220
25,3200,1771,138,220
25,3200,1772,138,220
25,3200,1773,138,220
25,3200,1774,138,221
25,3200,1775,138,221
25,3200,1776,139,221
25,3200,1777,139,221
25,3200,1778,139,221
25,3200,1779,139,221
25,3200,1780,139,221
25,3200,1781,139,221
25,3200,1782,139,222
25,3200,1783,139,222
25,3200,1784,139,222
25,3200,1785,139,222
25,3200,1786,139,222
25,3200,1787,140,222
25,3200,1788,140,222
25,3200,1789,140,222
25,3200,1790,140,222
25,3200,1791,140,223
25,3200,1792,140,223
25,3200,1793,140,223
25,3200,1794,140,223
25,3200,1795,140,223
25,3200,1796,140,223
25,3200,1797,140,223
25,3200,1798,140,223
25,3200,1799,141,223
25,3200,1800,141,224
25,3200,1801,141,224
25,3200,1802,141,224
25,3200,1803,141,224
25,3200,1804,141,224
25,3200,1805,141,224
25,3200,1806,141,224
25,3200,1807,141,224
25,3200,1808,141,224
25,3200,1809,141,225
25,3200,1810,142,225
25,3200,1811,142,225
25,3200,1812,142,225
25,3200,1813,142,225
25,3200,1814,142,225
25,3200,1815,142,225
25,3200,1816,142,225
25,3200,1817,142,225
25,3200,1818,142,226
25,3200,1819,142,226
25,3200,1820,142,226
25,3200,1821,143,226
25,3200,1822,143,226
25,3200,1823,143,226
25,3200,1824,143,226
25,3200,1825,143,226
25,3200,1826,143,226
25,3200,1827,143,227
25,3200,1828,143,227
25,3200,1829,143,227
25,3200,1830,143,227
25,3200,1831,143,227
25,3200,1832,143,227
25,3200,1833,144,227
25,3200,1834,144,227
25,3200,1835,144,227
25,3200,1836,144,228
25,3200,1837,144,228
25,3200,1838,144,228
25,3200,1839,144,228
25,3200,1840,144,228
25,3200,1841,144,228
25,3200,1842,144,228
25,3200,1843,144,228
25,3200,1844,145,228
25,3200,1845,145,229
25,3200,1846,145,229
25,3200,1847,145,229
25,3200,1848,145,229
25,3200,1849,145,229
25,3200,1850,145,229
25,3200,1851,145,229
25,3200,1852,145,229
25,3200,1853,145,230
25,3200,1854,145,230
25,3200,1855,146,230
25,3200,1856,146,230
25,3200,1857,146,230
25,3200,1858,146,230
25,3200,1859,146,230
25,3200,1860,146,230
25,3200,1861,146,230
25,3200,1862,146,231
25,3200,1863,146,231
25,3200,1864,146,231
25,3200,1865,146,231
25,3200,1866,146,231
25,3200,1867,147,231
25,3200,1868,147,231
25,3200,1869,147,231
25,3200,1870,147,231
25,3200,1871,147,232
25,3200,1872,147,232
25,3200,1873,147,232
25,3200,1874,147,232
25,3200,1875,147,232
25,3200,1876,147,232
25,3200,1877,147,232
25,3200,1878,148,232
25,3200,1879,148,232
25,3200,1880,148,233
25,3200,1881,148,233
25,3200,1882,148,233
25,3200,1883,148,233
25,3200,1884,148,233
25,3200,1885,148,233
25,3200,1886,148,233
25,3200,1887,148,233
25,3200,1888,148,233
25,3200,1889,148,234
25,3200,1890,149,234
25,3200,1891,149,234
25,3200,1892,149,234
25,3200,1893,149,234
25,3200,1894,149,234
25,3200,1895,149,234
25,3200,1896,149,234
25,3200,1897,149,234
25,3200,1898,149,235
25,3200,1899,149,235
25,3200,1900,149,235
25,3200,1901,150,235
25,3200,1902,150,235
25,3200,1903,150,235
25,3200,1904,150,235
25,3200,1905,150,235
25,3200,1906,150,235
25,3200,1907,150,236
25,3200,1908,150,236
25,3200,1909,150,236
25,3200,1910,150,236
25,3200,1911,150,236
25,3200,1912,151,236
25,3200,1913,151,236
25,3200,1914,151,236
25,3200,1915,151,236
25,3200,1916,151,237
25,3200,1917,151,237
25,3200,1918,151,237
25,3200,1919,151,237
25,3200,1920,151,237
25,3200,1921,151,237
25,3200,1922,151,237
25,3200,1923,151,237
25,3200,1924,152,237
25,3200,1925,152,238
25,3200,1926,152,238
25,3200,1927,152,238
25,3200,1928,152,238
25,3200,1929,152,238
25,3200,1930,152,238
25,3200,1931,152,238
25,3200,1932,152,238
25,3200,1933,152,238
25,3200,1934,152,239
25,3200,1935,153,239
25,3200,1936,153,239
25,3200,1937,153,239
25,3200,1938,153,239
25,3200,1939,153,239
25,3200,1940,153,239
25,3200,1941,153,239
25,3200,1942,153,240
25,3200,1943,153,240
25,3200,1944,153,240
25,3200,1945,153,240
25,3200,1946,154,240
25,3200,1947,154,240
25,3200,1948,154,240
25,3200,1949,154,240
25,3200,1950,154,240
25,3200,1951,154,241
25,3200,1952,154,241
25,3200,1953,154,241
25,3200,1954,154,241
25,3200,1955,154,241
25,3200,1956,154,241
25,3200,1957,154,241
25,3200,1958,155,241
25,3200,1959,155,241
25,3200,1960,155,242
25,3200,1961,155,242
25,3200,1962,155,242
25,3200,1963,155,242
25,3200,1964,155,242
25,3200,1965,155,242
25,3200,1966,155,242
25,3200,1967,155,242
25,3200,1968,155,242
25,3200,1969,156,243
25,3200,1970,156,243
25,3200,1971,156,243
25,3200,1972,156,243
25,3200,1973,156,243
25,3200,1974,156,243
25,3200,1975,156,243
25,3200,1976,156,243
25,3200,1977,156,243
25,3200,1978,156,244
25,3200,1979,156,244
25,3200,1980,157,244
25,3200,1981,157,244
25,3200,1982,157,244
25,3200,1983,157,244
25,3200,1984,157,244
25,3200,1985,157,244
25,3200,1986,157,244
25,3200,1987,157,245
25,3200,1988,157,245
25,3200,1989,157,245
25,3200,1990,157,245
25,3200,1991,157,245
25,3200,1992,158,245
25,3200,1993,158,245
25,3200,1994,158,245
25,3200,1995,158,245
25,3200,1996,158,246
25,3200,1997,158,246
25,3200,1998,158,246
25,3200,1999,158,246
25,3200,2000,158,246
25,3200,2001,158,246
25,3200,2002,158,246
25,3200,2003,159,246
25,3200,2004,159,246
25,3200,2005,159,247
25,3200,2006,159,247
25,3200,2007,159,247
25,3200,2008,159,247
25,3200,2009,159,247
25,3200,2010,159,247
25,3200,2011,159,247
25,3200,2012,159,247
25,3200,2013,159,247
25,3200,2014,160,248
25,3200,2015,160,248
25,3200,2016,160,248
25,3200,2017,160,248
25,3200,2018,160,248
25,3200,2019,160,248
25,3200,2020,160,248
25,3200,2021,160,248
25,3200,2022,160,248
25,3200,2023,160,249
25,3200,2024,160,249
25,3200,2025,160,249
25,3200,2026,161,249
25,3200,2027,161,249
25,3200,2028,161,249
25,3200,2029,161,249
25,3200,2030,161,249
25,3200,2031,161,249
25,3200,2032,161,250
25,3200,2033,161,250
25,3200,2034,161,250
25,3200,2035,161,250
25,3200,2036,161,250
25,3200,2037,162,250
25,3200,2038,162,250
25,3200,2039,162,250
25,3200,2040,162,250
25,3200,2041,162,251
25,3200,2042,162,251
25,3200,2043,162,251
25,3200,2044,162,251
25,3200,2045,162,251
25,3200,2046,162,251
25,3200,2047,162,251
25,3200,2048,163,251
25,3200,2049,163,251
25,3200,2050,163,252
25,3200,2051,163,252
25,3200,2052,163,252
25,3200,2053,163,252
25,3200,2054,163,252
25,3200,2055,163,252
25,3200,2056,163,252
25,3200,2057,163,252
25,3200,2058,163,252
25,3200,2059,163,253
25,3200,2060,164,253
25,3200,2061,164,253
25,3200,2062,164,253
25,3200,2063,164,253
25,3200,2064,164,253
25,3200,2065,164,253
25,3200,2066,164,253
25,3200,2067,164,254
25,3200,2068,164,254
25,3200,2069,164,254
25,3200,2070,164,254
25,3200,2071,165,254
25,3200,2072,165,254
25,3200,2073,165,254
25,3200,2074,165,254
25,3200,2075,165,254
25,3200,2076,165,255
25,3200,2077,165,255
25,3200,2078,165,255
25,3200,2079,165,255
25,3200,2080,165,255
25,3200,2081,165,255
25,3200,2082,166,255
25,3200,2083,166,255
25,3200,2084,166,255
25,3200,2085,166,256
25,3200,2086,166,256
25,3200,2087,166,256
25,3200,2088,166,256
25,3200,2089,166,256
25,3200,2090,166,256
25,3200,2091,166,256
25,3200,2092,166,256
25,3200,2093,166,256
25,3200,2094,167,257
25,3200,2095,167,257
25,3200,2096,167,257
25,3200,2097,167,257
25,3200,2098,167,257
25,3200,2099,167,257
25,3200,2100,167,257
25,3200,2101,167,257
25,3200,2102,167,257
25,3200,2103,167,258
25,3200,2104,167,258
25,3200,2105,168,258
25,3200,2106,168,258
25,3200,2107,168,258
25,3200,2108,168,258
25,3200,2109,168,258
25,3200,2110,168,258
25,3200,2111,168,258
25,3200,2112,168,259
25,3200,2113,168,259
25,3200,2114,168,259
25,3200,2115,168,259
25,3200,2116,169,259
25,3200,2117,169,259
25,3200,2118,169,259
25,3200,2119,169,259
25,3200,2120,169,259
25,3200,2121,169,260
25,3200,2122,169,260
25,3200,2123,169,260
25,3200,2124,169,260
25,3200,2125,169,260
25,3200,2126,169,260
25,3200,2127,170,260
25,3200,2128,170,260
25,3200,2129,170,260
25,3200,2130,170,261
25,3200,2131,170,261
25,3200,2132,170,261
25,3200,2133,170,261
25,3200,2134,170,261
25,3200,2135,170,261
25,3200,2136,170,261
25,3200,2137,170,261
25,3200,2138,170,261
25,3200,2139,171,262
25,3200,2140,171,262
25,3200,2141,171,262
25,3200,2142,171,262
25,3200,2143,171,262
25,3200,2144,171,262
25,3200,2145,171,262
25,3200,2146,171,262
25,3200,2147,171,262
25,3200,2148,171,263
25,3200,2149,171,263
25,3200,2150,172,263
25,3200,2151,172,263
25,3200,2152,172,263
25,3200,2153,172,263
25,3200,2154,172,263
25,3200,2155,172,263
25,3200,2156,172,263
25,3200,2157,172,264
25,3200,2158,172,264
25,3200,2159,172,264
25,3200,2160,172,264
25,3200,2161,173,264
25,3200,2162,173,264
25,3200,2163,173,264
25,3200,2164,173,264
25,3200,2165,173,264
25,3200,2166,173,265
25,3200,2167,173,265
25,3200,2168,173,265
25,3200,2169,173,265
25,3200,2170,173,265
25,3200,2171,173,265
25,3200,2172,173,265
25,3200,2173,174,265
25,3200,2174,174,265
25,3200,2175,174,266
25,3200,2176,174,266
25,3200,2177,174,266
25,3200,2178,174,266
25,3200,2179,174,266
25,3200,2180,174,266
25,3200,2181,174,266
25,3200,2182,174,266
25,3200,2183,174,266
25,3200,2184,175,267
25,3200,2185,175,267
25,3200,2186,175,267
25,3200,2187,175,267
25,3200,2188,175,267
25,3200,2189,175,267
25,3200,2190,175,267
25,3200,2191,175,267
25,3200,2192,175,267
25,3200,2193,175,268
25,3200,2194,175,268
25,3200,2195,176,268
25,3200,2196,176,268
25,3200,2197,176,268
25,3200,2198,176,268
25,3200,2199,176,268
25,3200,2200,176,268
25,3200,2201,176,268
25,3200,2202,176,269
25,3200,2203,176,269
25,3200,2204,176,269
25,3200,2205,176,269
25,3200,2206,177,269
25,3200,2207,177,269
25,3200,2208,177,269
25,3200,2209,177,269
25,3200,2210,177,269
25,3200,2211,177,270
25,3200,2212,177,270
25,3200,2213,177,270
25,3200,2214,177,270
25,3200,2215,177,270
25,3200,2216,177,270
25,3200,2217,177,270
25,3200,2218,178,270
25,3200,2219,178,270
25,3200,2220,178,271
25,3200,2221,178,271
25,3200,2222,178,271
25,3200,2223,178,271
25,3200,2224,178,271
25,3200,2225,178,271
25,3200,2226,178,271
25,3200,2227,178,271
25,3200,2228,178,271
25,3200,2229,179,272
25,3200,2230,179,272
25,3200,2231,179,272
25,3200,2232,179,272
25,3200,2233,179,272
25,3200,2234,179,272
25,3200,2235,179,272
25,3200,2236,179,272
25,3200,2237,179,272
25,3200,2238,179,273
25,3200,2239,179,273
25,3200,2240,180,273
25,3200,2241,180,273
25,3200,2242,180,273
25,3200,2243,180,273
25,3200,2244,180,273
25,3200,2245,180,273
25,3200,2246,180,273
25,3200,2247,180,274
25,3200,2248,180,274
25,3200,2249,180,274
25,3200,2250,180,274
25,3200,2251,181,274
25,3200,2252,181,274
25,3200,2253,181,274
25,3200,2254,181,274
25,3200,2255,181,274
25,3200,2256,181,275
25,3200,2257,181,275
25,3200,2258,181,275
25,3200,2259,181,275
25,3200,2260,181,275
25,3200,2261,181,275
25,3200,2262,181,275
25,3200,2263,182,275
25,3200,2264,182,275
25,3200,2265,182,276
25,3200,2266,182,276
25,3200,2267,182,276
25,3200,2268,182,276
25,3200,2269,182,276
25,3200,2270,182,276
25,3200,2271,182,276
25,3200,2272,182,276
25,3200,2273,182,276
25,3200,2274,183,277
25,3200,2275,183,277
25,3200,2276,183,277
25,3200,2277,183,277
25,3200,2278,183,277
25,3200,2279,183,277
25,3200,2280,183,277
25,3200,2281,183,277
25,3200,2282,183,277
25,3200,2283,183,278
25,3200,2284,183,278
25,3200,2285,184,278
25,3200,2286,184,278
25,3200,2287,184,278
25,3200,2288,184,278
25,3200,2289,184,278
25,3200,2290,184,278
25,3200,2291,184,278
25,3200,2292,184,279
25,3200,2293,184,279
25,3200,2294,184,279
25,3200,2295,184,279
25,3200,2296,185,279
25,3200,2297,185,279
25,3200,2298,185,279
25,3200,2299,185,279
25,3200,2300,185,279
25,3200,2301,185,280
25,3200,2302,185,280
25,3200,2303,185,280
25,3200,2304,185,280
25,3200,2305,185,280
25,3200,2306,185,280
25,3200,2307,185,280
25,3200,2308,186,280
25,3200,2309,186,280
25,3200,2310,186,281
25,3200,2311,186,281
25,3200,2312,186,281
25,3200,2313,186,281
25,3200,2314,186,281
25,3200,2315,186,281
25,3200,2316,186,281
25,3200,2317,186,281
25,3200,2318,186,281
25,3200,2319,187,282
25,3200,2320,187,282
25,3200,2321,187,282
25,3200,2322,187,282
25,3200,2323,187,282
25,3200,2324,187,282
25,3200,2325,187,282
25,3200,2326,187,282
25,3200,2327,187,282
25,3200,2328,187,283
25,3200,2329,187,283
25,3200,2330,188,283
25,3200,2331,188,283
25,3200,2332,188,283
25,3200,2333,188,283
25,3200,2334,188,283
25,3200,2335,188,283
25,3200,2336,188,283
25,3200,2337,188,284
25,3200,2338,188,284
25,3200,2339,188,284
25,3200,2340,188,284
25,3200,2341,189,284
25,3200,2342,189,284
25,3200,2343,189,284
25,3200,2344,189,284
25,3200,2345,189,284
25,3200,2346,189,285
25,3200,2347,189,285
25,3200,2348,189,285
25,3200,2349,189,285
25,3200,2350,189,285
25,3200,2351,189,285
25,3200,2352,189,285
25,3200,2353,190,285
25,3200,2354,190,285
25,3200,2355,190,286
25,3200,2356,190,286
25,3200,2357,190,286
25,3200,2358,190,286
25,3200,2359,190,286
25,3200,2360,190,286
25,3200,2361,190,286
25,3200,2362,190,286
25,3200,2363,190,286
25,3200,2364,191,287
25,3200,2365,191,287
25,3200,2366,191,287
25,3200,2367,191,287
25,3200,2368,191,287
25,3200,2369,191,287
25,3200,2370,191,287
25,3200,2371,191,287
25,3200,2372,191,287
25,3200,2373,191,288
25,3200,2374,191,288
25,3200,2375,192,288
25,3200,2376,192,288
25,3200,2377,192,288
25,3200,2378,192,288
25,3200,2379,192,288
25,3200,2380,192,288
25,3200,2381,192,288
25,3200,2382,192,289
25,3200,2383,192,289
25,3200,2384,192,289
25,3200,2385,192,289
25,3200,2386,193,289
25,3200,2387,193,289
25,3200,2388,193,289
25,3200,2389,193,289
25,3200,2390,193,289
25,3200,2391,193,290
25,3200,2392,193,290
25,3200,2393,193,290
25,3200,2394,193,290
25,3200,2395,193,290
25,3200,2396,193,290
25,3200,2397,194,290
25,3200,2398,194,290
25,3200,2399,194,290
25,3200,2400,194,291
25,3200,2401,194,291
25,3200,2402,194,291
25,3200,2403,194,291
25,3200,2404,194,291
25,3200,2405,194,291
25,3200,2406,194,291
25,3200,2407,194,291
25,3200,2408,194,291
25,3200,2409,195,292
25,3200,2410,195,292
25,3200,2411,195,292
25,3200,2412,195,292
25,3200,2413,195,292
25,3200,2414,195,292
25,3200,2415,195,292
25,3200,2416,195,292
25,3200,2417,195,292
25,3200,2418,195,293
25,3200,2419,195,293
25,3200,2420,196,293
25,3200,2421,196,293
25,3200,2422,196,293
25,3200,2423,196,293
25,3200,2424,196,293
25,3200,2425,196,293
25,3200,2426,196,293
25,3200,2427,196,294
25,3200,2428,196,294
25,3200,2429,196,294
25,3200,2430,196,294
25,3200,2431,197,294
25,3200,2432,197,294
25,3200,2433,197,294
25,3200,2434,197,294
25,3200,2435,197,294
25,3200,2436,197,295
25,3200,2437,197,295
25,3200,2438,197,295
25,3200,2439,197,295
25,3200,2440,197,295
25,3200,2441,197,295
25,3200,2442,198,295
25,3200,2443,198,295
25,3200,2444,198,295
25,3200,2445,198,296
25,3200,2446,198,296
25,3200,2447,198,296
25,3200,2448,198,296
25,3200,2449,198,296
25,3200,2450,198,296
25,3200,2451,198,296
25,3200,2452,198,296
25,3200,2453,199,296
25,3200,2454,199,297
25,3200,2455,199,297
25,3200,2456,199,297
25,3200,2457,199,297
25,3200,2458,199,297
25,3200,2459,199,297
25,3200,2460,199,297
25,3200,2461,199,297
25,3200,2462,199,297
25,3200,2463,199,298
25,3200,2464,199,298
25,3200,2465,200,298
25,3200,2466,200,298
25,3200,2467,200,298
25,3200,2468,200,298
25,3200,2469,200,298
25,3200,2470,200,298
25,3200,2471,200,298
25,3200,2472,200,299
25,3200,2473,200,299
25,3200,2474,200,299
25,3200,2475,200,299
25,3200,2476,201,299
25,3200,2477,201,299
25,3200,2478,201,299
25,3200,2479,201,299
25,3200,2480,201,299
25,3200,2481,201,300
25,3200,2482,201,300
25,3200,2483,201,300
25,3200,2484,201,300
25,3200,2485,201,300
25,3200,2486,201,300
25,3200,2487,202,300
25,3200,2488,202,300
25,3200,2489,202,300
25,3200,2490,202,301
25,3200,2491,202,301
25,3200,2492,202,301
25,3200,2493,202,301
25,3200,2494,202,301
25,3200,2495,202,301
25,3200,2496,202,301
25,3200,2497,202,301
25,3200,2498,203,301
25,3200,2499,203,302
25,3200,2500,203,302
25,3200,2501,203,302
25,3200,2502,203,302
25,3200,2503,203,302
25,3200,2504,203,302
25,3200,2505,203,302
25,3200,2506,203,302
25,3200,2507,203,302
25,3200,2508,203,303
25,3200,2509,204,303
25,3200,2510,204,303
25,3200,2511,204,303
25,3200,2512,204,303
25,3200,2513,204,303
25,3200,2514,204,303
25,3200,2515,204,303
25,3200,2516,204,303
25,3200,2517,204,304
25,3200,2518,204,304
25,3200,2519,204,304
25,3200,2520,204,304
25,3200,2521,205,304
25,3200,2522,205,304
25,3200,2523,205,304
25,3200,2524,205,304
25,3200,2525,205,304
25,3200,2526,205,305
25,3200,2527,205,305
25,3200,2528,205,305
25,3200,2529,205,305
25,3200,2530,205,305
25,3200,2531,205,305
25,3200,2532,206,305
25,3200,2533,206,305
25,3200,2534,206,305
25,3200,2535,206,306
25,3200,2536,206,306
25,3200,2537,206,306
25,3200,2538,206,306
25,3200,2539,206,306
25,3200,2540,206,306
25,3200,2541,206,306
25,3200,2542,206,306
25,3200,2543,207,306
25,3200,2544,207,307
25,3200,2545,207,307
25,3200,2546,207,307
25,3200,2547,207,307
25,3200,2548,207,307
25,3200,2549,207,307
25,3200,2550,207,307
25,3200,2551,207,307
25,3200,2552,207,307
25,3200,2553,207,308
25,3200,2554,208,308
25,3200,2555,208,308
25,3200,2556,208,308
25,3200,2557,208,308
25,3200,2558,208,308
25,3200,2559,208,308
25,3200,2560,208,308
25,3200,2561,208,308
25,3200,2562,208,309
25,3200,2563,208,309
25,3200,2564,208,309
25,3200,2565,209,309
25,3200,2566,209,309
25,3200,2567,209,309
25,3200,2568,209,309
25,3200,2569,209,309
25,3200,2570,209,309
25,3200,2571,209,310
25,3200,2572,209,310
25,3200,2573,209,310
25,3200,2574,209,310
25,3200,2575,209,310
25,3200,2576,210,310
25,3200,2577,210,310
25,3200,2578,210,310
25,3200,2579,210,310
25,3200,2580,210,311
25,3200,2581,210,311
25,3200,2582,210,311
25,3200,2583,210,311
25,3200,2584,210,311
25,3200,2585,210,311
25,3200,2586,210,311
25,3200,2587,210,311
25,3200,2588,211,311
25,3200,2589,211,312
25,3200,2590,211,312
25,3200,2591,211,312
25,3200,2592,211,312
25,3200,2593,211,312
25,3200,2594,211,312
25,3200,2595,211,312
25,3200,2596,211,312
25,3200,2597,211,312
25,3200,2598,211,313
25,3200,2599,212,313
25,3200,2600,212,313
25,3200,2601,212,313
25,3200,2602,212,313
25,3200,2603,212,313
25,3200,2604,212,313
25,3200,2605,212,313
25,3200,2606,212,313
25,3200,2607,212,314
25,3200,2608,212,314
25,3200,2609,212,314
25,3200,2610,213,314
25,3200,2611,213,314
25,3200,2612,213,314
25,3200,2613,213,314
25,3200,2614,213,314
25,3200,2615,213,314
25,3200,2616,213,315
25,3200,2617,213,315
25,3200,2618,213,315
25,3200,2619,213,315
25,3200,2620,213,315
25,3200,2621,214,315
25,3200,2622,214,315
25,3200,2623,214,315
25,3200,2624,214,315
25,3200,2625,214,316
25,3200,2626,214,316
25,3200,2627,214,316
25,3200,2628,214,316
25,3200,2629,214,316
25,3200,2630,214,316
25,3200,2631,214,316
25,3200,2632,215,316
25,3200,2633,215,316
25,3200,2634,215,317
25,3200,2635,215,317
25,3200,2636,215,317
25,3200,2637,215,317
25,3200,2638,215,317
25,3200,2639,215,317
25,3200,2640,215,317
25,3200,2641,215,317
25,3200,2642,215,317
25,3200,2643,216,318
25,3200,2644,216,318
25,3200,2645,216,318
25,3200,2646,216,318
25,3200,2647,216,318
25,3200,2648,216,318
25,3200,2649,216,318
25,3200,2650,216,318
25,3200,2651,216,318
25,3200,2652,216,319
25,3200,2653,216,319
25,3200,2654,217,319
25,3200,2655,217,319
25,3200,2656,217,319
25,3200,2657,217,319
25,3200,2658,217,319
25,3200,2659,217,319
25,3200,2660,217,319
25,3200,2661,217,320
25,3200,2662,217,320
25,3200,2663,217,320
25,3200,2664,217,320
25,3200,2665,217,320
25,3200,2666,218,320
25,3200,2667,218,320
25,3200,2668,218,320
25,3200,2669,218,320
25,3200,2670,218,321
25,3200,2671,218,321
25,3200,2672,218,321
25,3200,2673,218,321
25,3200,2674,218,321
25,3200,2675,218,321
25,3200,2676,218,321
25,3200,2677,219,321
25,3200,2678,219,321
25,3200,2679,219,322
25,3200,2680,219,322
25,3200,2681,219,322
25,3200,2682,219,322
25,3200,2683,219,322
25,3200,2684,219,322
25,3200,2685,219,322
25,3200,2686,219,322
25,3200,2687,219,322
25,3200,2688,220,323
25,3200,2689,220,323
25,3200,2690,220,323
25,3200,2691,220,323
25,3200,2692,220,323
25,3200,2693,220,323
25,3200,2694,220,323
25,3200,2695,220,323
25,3200,2696,220,323
25,3200,2697,220,323
25,3200,2698,220,324
25,3200,2699,221,324
25,3200,2700,221,324
25,3200,2701,221,324
25,3200,2702,221,324
25,3200,2703,221,324
25,3200,2704,221,324
25,3200,2705,221,324
25,3200,2706,221,324
25,3200,2707,221,325
25,3200,2708,221,325
25,3200,2709,221,325
25,3200,2710,222,325
25,3200,2711,222,325
25,3200,2712,222,325
25,3200,2713,222,325
25,3200,2714,222,325
25,3200,2715,222,325
25,3200,2716,222,326
25,3200,2717,222,326
25,3200,2718,222,326
25,3200,2719,222,326
25,3200,2720,222,326
25,3200,2721,223,326
25,3200,2722,223,326
25,3200,2723,223,326
25,3200,2724,223,326
25,3200,2725,223,327
25,3200,2726,223,327
25,3200,2727,223,327
25,3200,2728,223,327
25,3200,2729,223,327
25,3200,2730,223,327
25,3200,2731,223,327
25,3200,2732,224,327
25,3200,2733,224,327
25,3200,2734,224,328
25,3200,2735,224,328
25,3200,2736,224,328
25,3200,2737,224,328
25,3200,2738,224,328
25,3200,2739,224,328
25,3200,2740,224,328
25,3200,2741,224,328
25,3200,2742,224,328
25,3200,2743,224,329
25,3200,2744,225,329
25,3200,2745,225,329
25,3200,2746,225,329
25,3200,2747,225,329
25,3200,2748,225,329
25,3200,2749,225,329
25,3200,2750,225,329
25,3200,2751,225,329
25,3200,2752,225,330
25,3200,2753,225,330
25,3200,2754,225,330
25,3200,2755,226,330
25,3200,2756,226,330
25,3200,2757,226,330
25,3200,2758,226,330
25,3200,2759,226,330
25,3200,2760,226,330
25,3200,2761,226,331
25,3200,2762,226,331
25,3200,2763,226,331
25,3200,2764,226,331
25,3200,2765,226,331
25,3200,2766,227,331
25,3200,2767,227,331
25,3200,2768,227,331
25,3200,2769,227,331
25,3200,2770,227,332
25,3200,2771,227,332
25,3200,2772,227,332
25,3200,2773,227,332
25,3200,2774,227,332
25,3200,2775,227,332
25,3200,2776,227,332
25,3200,2777,228,332
25,3200,2778,228,332
25,3200,2779,228,333
25,3200,2780,228,333
25,3200,2781,228,333
25,3200,2782,228,333
25,3200,2783,228,333
25,3200,2784,228,333
25,3200,2785,228,333
25,3200,2786,228,333
25,3200,2787,228,333
25,3200,2788,229,334
25,3200,2789,229,334
25,3200,2790,229,334
25,3200,2791,229,334
25,3200,2792,229,334
25,3200,2793,229,334
25,3200,2794,229,334
25,3200,2795,229,334
25,3200,2796,229,334
25,3200,2797,229,335
25,3200,2798,229,335
25,3200,2799,230,335
25,3200,2800,230,335
25,3200,2801,230,335
25,3200,2802,230,335
25,3200,2803,230,335
25,3200,2804,230,335
25,3200,2805,230,335
25,3200,2806,230,336
25,3200,2807,230,336
25,3200,2808,230,336
25,3200,2809,230,336
25,3200,2810,231,336
25,3200,2811,231,336
25,3200,2812,231,336
25,3200,2813,231,336
25,3200,2814,231,336
25,3200,2815,231,337
25,3200,2816,231,337
25,3200,2817,231,337
25,3200,2818,231,337
25,3200,2819,231,337
25,3200,2820,231,337
25,3200,2821,232,337
25,3200,2822,232,337
25,3200,2823,232,337
25,3200,2824,232,338
25,3200,2825,232,338
25,3200,2826,232,338
25,3200,2827,232,338
25,3200,2828,232,338
25,3200,2829,232,338
25,3200,2830,232,338
25,3200,2831,232,338
25,3200,2832,232,338
25,3200,2833,233,339
25,3200,2834,233,339
25,3200,2835,233,339
25,3200,2836,233,339
25,3200,2837,233,339
25,3200,2838,233,339
25,3200,2839,233,339
25,3200,2840,233,339
25,3200,2841,233,339
25,3200,2842,233,339
25,3200,2843,233,340
25,3200,2844,234,340
25,3200,2845,234,340
25,3200,2846,234,340
25,3200,2847,234,340
25,3200,2848,234,340
25,3200,2849,234,340
25,3200,2850,234,340
25,3200,2851,234,340
25,3200,2852,234,341
25,3200,2853,234,341
25,3200,2854,234,341
25,3200,2855,235,341
25,3200,2856,235,341
25,3200,2857,235,341
25,3200,2858,235,341
25,3200,2859,235,341
25,3200,2860,235,341
25,3200,2861,235,342
25,3200,2862,235,342
25,3200,2863,235,342
25,3200,2864,235,342
25,3200,2865,235,342
25,3200,2866,236,342
25,3200,2867,236,342
25,3200,2868,236,342
25,3200,2869,236,342
25,3200,2870,236,343
25,3200,2871,236,343
25,3200,2872,236,343
25,3200,2873,236,343
25,3200,2874,236,343
25,3200,2875,236,343
25,3200,2876,236,343
25,3200,2877,237,343
25,3200,2878,237,343
25,3200,2879,237,344
25,3200,2880,237,344
25,3200,2881,237,344
25,3200,2882,237,344
25,3200,2883,237,344
25,3200,2884,237,344
25,3200,2885,237,344
25,3200,2886,237,344
25,3200,2887,237,344
25,3200,2888,238,345
25,3200,2889,238,345
